OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area
13680,1990,CA,CCO,VNC,MUPU,00000000,1990-10-09,,14,,,521.9331055,,1,00000000,9574.354836,2112188.256
13681,1990,CA,USF,MNF,JONES,00000000,1990-03-31,1990-03-31,5,,23,19.27919769,8,1,00000002,1192.688103,78020.14719
13682,1990,CA,USF,MNF, ,00000000,1990-03-31,,5,,,92.55574799,,1,00000002,2741.627687,374559.8102
13683,1991,CA,CDF,BTU,GREY LODGE,00004691,1991-08-15,,14,,,2643.192139,,1,00010661,20076.766,10696619.31
13684,1991,CA,CDF,BTU,RANCH,00006379,1991-10-19,,5,,,517.1557007,,1,00010954,6292.434934,2092854.82
13685,1991,CA,CDF,SCU,TUNNEL,00002085,1991-10-22,,14,,,1622.755371,,1,00000000,19192.65316,6567058.105
13686,1991,CA,CDF,MVU,GIRD,00002078,1991-10-01,,4,,,77.85385132,,1,00000770,3609.617394,315063.3708
13687,1991,CA,CDF,MVU,SCHOOLHOUSE,00000000,1991-07-29,,14,,,46.05816269,,1,000010.0,1974.86909,186390.7667
13688,1991,CA,CDF,MVU,GUEJITO,00000000,1991-08-09,,14,,,51.07566833,,1,000011.0,2082.675967,206695.9014
13689,1991,CA,CDF,MVU,WILDCAT,00000000,1991-08-23,,14,,,100.5584259,,1,000012.0,2945.08178,406945.5113
13690,1991,CA,CDF,MVU,BARRETT,00000914,1991-06-17,,2,,,1609.205811,,1,00000301,14865.40765,6512224.822
13691,1991,CA,USF,BDF, ,00000000,,,14,,,91.79679871,,1,00000000,2519.922962,371488.4657
13692,1991,CA,CDF,RRU, ,00000000,,,14,,,80.7452774,,1,00000000,2794.237524,326764.5335
13693,1991,CA,CDF,RRU,GIBBEI,00036255,1991-09-02,,14,,,104.3394089,,1,00001219,2623.73524,422246.6056
13694,1991,CA,CDF,RRU,FRESNO,00027576,1991-07-05,,2,,,50.40365219,,1,00000890,1835.681462,203976.3508
13695,1991,CA,USF,LPF,LION,00000000,1991-10-20,1991-10-23,4,,1905,2849.140625,8,1,00000049,18463.14477,11530062.55
13696,1991,CA,CCO,VNC,WESTLAKE,00000000,1991-10-30,,14,,,180.1997375,,1,00000000,4983.924339,729242.4436
13697,1991,CA,USF,BDF, ,00000000,,,14,,,541.711731,,1,00000000,8027.235693,2192229.688
13698,1991,CA,USF,BDF, ,00000000,,,14,,,215.6867828,,1,00000000,3878.937172,872853.4238
13699,1991,CA,USF,BDF, ,00000000,,,14,,,109.1232071,,1,00000000,3570.79799,441605.9602
13700,1991,CA,USF,BDF, ,00000000,,,14,,,269.1507874,,1,00000000,4183.073697,1089214.562
13701,1991,CA,USF,BDF, ,00000000,,,14,,,279.1452942,,1,00000000,4308.64812,1129660.866
13702,1991,CA,USF,BDF, ,00000000,,,14,,,12.16582298,,1,00000000,978.5615157,49233.3403
13703,1991,CA,USF,SHF, ,00000000,1991-09-06,1991-09-09,7,,409,392.5997314,8,1,00000211,7068.320144,1588794.763
13704,1991,CA,CDF,SHU, ,00001589,1991-04-14,,5,,,197.930603,,1,00000136,3651.200279,800996.742
13705,1991,CA,USF,INF, ,00000000,1991-07-30,,1,,,15.40017891,,1,00000040,1090.746403,62322.31404
13706,1991,CA,USF,MNF, ,00000000,1991-01-20,,5,,,1009.315308,,1,00000003,11393.69382,4084554.142
13707,1991,CA,USF,MNF,INDIAN,00000000,1991-01-20,1991-01-22,5,,100,48.98543549,8,1,00000004,1754.573836,198237.0255
13708,1991,CA,USF,MNF,SNOW,00000000,1991-10-17,1991-10-18,9,,80,37.89082336,8,1,00000051,1428.148079,153338.718
13709,1991,CA,CCO,LAC,POLK FIRE,00912319,1991-11-28,,14,,,135.1352692,,1,00912319,4948.5179,546873.0079
13710,1991,CA,CCO,LAC,SYLMAR FIRE,00912300,1991-11-25,,14,,,702.2806396,,1,00912300,12491.47781,2842029.027
13711,1991,CA,CCO,LAC, ,00000000,1991-08-23,,14,,,147.1473389,,1,00000000,5460.414906,595484.1578
13712,1991,CA,CCO,LAC, ,00000000,1991-08-31,,14,,,50.86355972,,1,00000000,2880.377155,205837.5221
13713,1991,CA,CCO,LAC, ,00000000,1991-11-28,,14,,,27.17518234,,1,00000000,1792.099876,109974.0599
13714,1991,CA,USF,CNF, ,00000000,,,14,,,89.22123718,,1,00000004,2638.024641,361065.5438
13715,1992,CA,USF,SRF, ,00000000,1992-06-23,,14,,,5.974554062,,1,00101378,551.9107897,24178.16302
13716,1992,CA,USF,TOI, ,00000000,1992-07-04,,9,,,18.51911163,,1,00000063,1112.588139,74944.18323
13717,1992,CA,USF,TOI, ,00000000,1992-09-07,,1,,,116.7558441,,1,00000160,2701.272422,472494.1479
13718,1992,NV,USF,TOI, ,00000000,1992-07-20,,7,,,9.47042942,,1,00000079,1081.423964,38325.4695
13719,1992,NV,USF,TOI, ,00000000,1992-08-30,,1,,,70.87876892,,1,00000155,4013.893321,286836.192
13720,1992,CA,CDF,BTU,MAIDU,00006345,1992-09-22,,14,,,749.7559204,,1,00000634,11649.27601,3034154.567
13721,1992,CA,CDF,BTU,VILLA,00006427,1992-09-25,,11,,,6605.418945,,1,00000653,36764.86704,26731181.72
13722,1992,CA,CDF,SCU,FLOWIND,00001184,1992-06-25,,2,,,811.9683838,,1,00000142,9388.196514,3285919.498
13723,1992,CA,USF,SHF,BARKER,00000000,1992-08-20,1992-08-28,7,,5050,5262.464844,8,1,00000335,27076.67199,21296439.12
13724,1992,CA,CDF,TGU,HOG #2,00001548,1992-07-17,,1,,,1331.178955,,1,00000151,12657.50743,5387090.022
13725,1992,CA,CDF,LNU,BORAX FIRE,00003535,,,14,,,1867.040527,,1,00010252,15239.06543,7555644.914
13726,1992,CA,CDF,LNU,CEMENT FIRE,00002630,,,14,,,1221.471191,,1,00000236,9466.895609,4943118.325
13727,1992,CA,CDF,LNU,JENKINS FIRE,00003015,,,14,,,547.8883667,,1,00000297,8539.687067,2217225.668
13728,1992,CA,CDF,LNU,LIGHTENING FIRE,00002356,,,14,,,2928.407959,,1,00000196,16497.04707,11850846.45
13729,1992,CA,CDF,LNU,WOODEN FIRE,00003537,,,14,,,836.005249,,1,00000368,7108.793718,3383193.16
13730,1992,CA,CCO,VNC,BROOME RANCH,00000000,1992-07-23,,14,,,1310.286133,,1,00000000,9136.690203,5302540.01
13731,1993,CA,CDF,TCU,GROVES,00002679,1993-06-16,,2,,,311.5461426,,1,00000351,6235.834687,1260782.551
13732,1993,CA,CDF,BTU,NELSON,00006012,1993-09-01,,2,,,743.6732178,,1,00010847,7699.071885,3009538.748
13733,1993,CA,CDF,MVU,GRADE,00002248,1993-06-16,,14,,,1494.920898,,1,00000337,14157.37359,6049730.318
13734,1993,CA,CDF,MVU,PARADISE,00000000,1993-10-26,,14,,,44.32014847,,1,000034.0,2280.414463,179357.277
13735,1993,CA,CDF,MVU,GUEJIUTO,00005355,1993-10-27,,11,,,17819.74219,,1,00001007,63105.05378,72113934.84
13736,1993,CA,CDF,MVU,CLEVENGER,00000000,1993-09-08,,14,,,241.6084137,,1,00000029,5112.310162,977754.5743
13737,1993,CA,CDF,MVU,POWAY,00000000,1993-11-02,,14,,,831.1720581,,1,000036.0,10237.89571,3363633.9
13738,1993,CA,CDF,MVU,COACH,00000000,1993-09-27,,14,,,708.3684082,,1,000032.0,8184.743683,2866665.208
13739,1993,CA,CDF,MVU,BUTTERFIELD,00000000,1993-06-12,,14,,,74.22639465,,1,000025.0,2153.21533,300383.5705
13740,1993,CA,CDF,MVU,BUTTERFIELD,00002598,1993-07-03,,9,,,181.4845581,,1,00000414,4156.861357,734441.9281
13741,1993,CA,CDF,MVU,BELL,00004608,1993-09-22,,4,,,245.4113007,,1,00000851,5180.669411,993144.2722
13742,1993,CA,CDF,MVU,TECATE #44,00005334,1993-10-26,,7,,,137.8235779,,1,00001001,2988.863957,557752.2362
13743,1993,CA,CDF,MVU,OTAY,00000000,1993-06-18,,14,,,641.7669067,,1,000027.0,10691.78376,2597138.546
13744,1993,CA,CDF,MVU,JEWEL,00000000,1993-09-23,,14,,,30.34421539,,1,000031.0,1791.028651,122798.6795
13745,1993,CA,USF,BDF, ,00000000,,,14,,,78.91579437,,1,00000000,2142.958153,319360.8916
13746,1993,CA,CDF,RRU, ,00000000,,,14,,,53.27083969,,1,00000000,2058.701351,215579.4398
13747,1993,CA,CDF,RRU, ,00000000,,,14,,,95.07170105,,1,00000000,2711.182362,384741.5317
13748,1993,CA,CDF,RRU, ,00044624,1993-09-26,,9,,,288.0847778,,1,00001513,4551.49287,1165837.733
13749,1993,CA,CDF,RRU, ,00000000,,,14,,,392.2210388,,1,00000000,6629.905382,1587262.195
13750,1993,CA,CDF,RRU,BOX SPRINGS,00049430,1993-10-27,,9,,,2805.625732,,1,00001694,15901.45575,11353964.09
13751,1993,CA,CDF,RRU,DELUZ,00044770,1993-09-27,,2,,,216.1136475,,1,00001520,4815.538761,874580.9111
13752,1993,CA,CDF,RRU,PIGEON,00000000,,,14,,,97.29839325,,1,00000000,2782.009652,393752.6141
13753,1993,CA,CDF,RRU,RAINBOW,00000000,,,14,,,70.83950043,,1,00000000,3074.713684,286677.2765
13754,1993,CA,CDF,RRU,RUSSELL,00000000,,,14,,,26.75371552,,1,00000000,1459.72288,108268.4457
13755,1993,CA,CDF,RRU,SILVER,00058976,1993-11-23,,7,,,217.3811646,,1,00002070,3892.459863,879710.3346
13756,1993,CA,CCO,LAC,MILLS FIRE,00931181,1993-08-20,,14,,,118.0240479,,1,00000099,3808.754532,477626.3813
13757,1993,CA,CCO,LAC,POPPY FIRE,00938843,1993-06-24,,14,,,621.4893799,,1,00000003,9811.971546,2515078.283
13758,1993,CA,CCO,LAC,VILLA FIRE,00936551,1993-05-10,,14,,,971.2750854,,1,00000009,17477.4664,3930610.937
13759,1993,CA,CCO,LAC,WEST FIRE,00939945,1993-07-14,,14,,,1963.932129,,1,00000004,22152.42362,7947751.223
13760,1993,CA,CCO,LAC,ANTELOPE FIRE,00938424,1993-06-16,,14,,,274.5047607,,1,00000007,6190.06993,1110881.386
13761,1993,CA,CDF,SLU,MCMILLAN,00003196,1993-05-12,,14,,,416.6081543,,1,00000000,6097.194429,1685953.341
13762,1993,CA,CDF,BEU,METZ,00001379,1993-06-11,,14,,,1358.633911,,1,00000000,13076.5842,5498196.268
13763,1993,CA,CDF,BEU,RANCHO,00002068,1993-08-01,,14,,,5415.470215,,1,00000000,30180.09214,21915630.68
13764,1993,CA,USF,SRF, ,00000000,1993-08-28,,14,,,2.987233639,,1,00501521,390.2580689,12088.90534
13765,1993,CA,USF,SRF, ,00000000,1993-10-27,,14,,,34.85149002,,1,00501544,1332.990425,141038.9785
13766,1993,CA,USF,SRF, ,00000000,1993-10-27,,14,,,34.84837723,,1,00501545,1332.932971,141026.3805
13767,1993,CA,CCO,ORC,STAGECOACH,00036590,,,14,,,581.4684448,,1,00000000,8610.922278,2353119.426
13768,1993,CA,CCO,ORC,ORTEGA,00036746,1993-10-27,1993-11-03,9,,21384,21011.91797,8,1,00000062,51129.86857,85032218.44
13769,1993,CA,CCO,KRN,TEJON,00000000,1993-06-20,,10,,,873.043335,,1,00000000,7991.893412,3533081.132
13770,1994,CA,CDF,TCU,S.J. #10,00003826,1994-07-23,,14,,,261.0535889,,1,00010116,5833.988037,1056446.448
13771,1994,CA,CDF,NEU,TRAUNER,00006934,1994-08-07,,11,,,536.1506958,,1,00000596,7865.466036,2169724.842
13772,1994,CA,CDF,NEU,BRIDGEPORT,00007730,1994-08-24,,14,,,301.2904053,,1,00000695,4751.11952,1219278.978
13773,1994,CA,CDF,AEU,KELSEY,00003103,1994-08-07,,7,,,813.2990112,,1,00000383,10348.72191,3291304.303
13774,1994,CA,CDF,AEU,SUNNYBROOK,00002093,1994-06-26,,14,,,229.7223969,,1,00000156,4316.289026,929653.5752
13775,1994,CA,CDF,BTU,RAULSON,00004414,1994-06-30,,2,,,687.3616333,,1,00000363,7616.753767,2781653.8
13776,1994,CA,CDF,BTU,TABLE,00003837,1994-06-11,,6,,,1131.511353,,1,00000268,7932.918961,4579063.946
13777,1994,CA,CDF,SCU,WHEEL #1 & #2,00001964,1994-08-11,,10,,,1603.072754,,1,00000267,12388.82845,6487405.129
13778,1994,CA,CDF,RRU,MIWTO,00035110,1994-08-02,,9,,,349.0881653,,1,00001193,5798.692536,1412709.738
13779,1994,CA,CDF,RRU,SAN TIMOTEO,00034312,1994-06-28,,7,,,371.3116455,,1,00001162,5057.923006,1502644.887
13780,1994,CA,CDF,RRU,VIPEL,00000000,,,14,,,56.97322083,,1,00000000,3052.171997,230562.4469
13781,1994,CA,CDF,RRU,UNKNOWN,00000000,,,14,,,62.44163132,,1,00000000,3130.124383,252692.3199
13782,1994,CA,CDF,RRU, ,00000000,,,14,,,2087.540527,,1,00000000,14379.14883,8447976.636
13783,1994,CA,CCO,VNC,STECKEL,00000000,1994-11-28,,14,,,27084.74609,,1,00000000,62175.46069,109608077.5
13784,1994,CA,CDF,SLU,HWY 41,00002719,1994-08-14,1994-08-18,7,,48200,50729.26953,8,1,00000364,88018.75861,205294069.7
13785,1994,CA,USF,BDF,PALM,00000000,1994-07-01,1994-07-10,1,,20901,19422.22461,8,1,00000071,48216.81257,78598955.23
13786,1994,CA,USF,BDF,LAKE HEMET,00000000,1994-07-01,1994-07-04,14,,622,557.8771362,8,1,00000073,6359.14891,2257648.684
13787,1994,CA,CDF,RRU,74,00035794,1994-09-06,,1,,,1066.128906,,1,00001226,9457.19373,4314470.433
13788,1994,CA,CDF,RRU,RMMW FIRE,00029688,1994-07-01,,1,,,156.4512634,,1,00000916,3351.142112,633135.7838
13789,1994,CA,USF,BDF, ,00000000,,,14,,,5.31293726,,1,00000000,577.7206472,21500.69383
13790,1994,CA,CDF,BDU, ,00055590,1994-09-09,,9,,,127.0012741,,1,00000821,3481.075361,513955.9119
13791,1994,CA,USF,BDF, ,00000000,,,14,,,475.6945801,,1,00000000,5771.130469,1925067.7
13792,1994,CA,USF,BDF, ,00000000,,,14,,,33.6398201,,1,00000000,1568.214611,136135.5216
13793,1994,CA,USF,BDF, ,00000000,,,14,,,77.18180084,,1,00000000,2288.345423,312343.6599
13794,1994,CA,USF,BDF, ,00000000,,,14,,,21.8098774,,1,00000000,1197.088283,88261.44141
13795,1994,CA,USF,BDF, ,00000000,,,14,,,20.45773315,,1,00000000,1098.694525,82789.5087
13796,1994,CA,USF,BDF,DEVILS,00000000,1994-07-03,1994-07-09,9,,12303,12962.08887,8,1,00000097,41188.13888,52455711.43
13797,1994,CA,USF,BDF,WILLOW,00000000,1994-08-13,1994-09-18,1,,1200,1275.614258,8,1,00000185,9889.252678,5162227.742
13798,1994,CA,USF,BDF,ROUSE,00000000,1994-08-13,1994-08-18,9,,540,601.8204346,8,1,00000184,7610.307041,2435481.004
13799,1994,CA,USF,ENF, ,00000000,1994-03-02,,9,,,58.21812057,,1,00003P1_,2366.975323,235600.3741
13800,1994,CA,CDF,SHU,BROWNS,00003839,1994-07-12,,2,,,1768.11731,,1,00000338,12825.24001,7155317.132
13801,1994,CA,CDF,SHU,OAK RUN,00005476,1994-09-05,,7,,,1199.834473,,1,00000571,11418.39028,4855557.821
13802,1994,CA,CCO,LAC,SCHERZINGER,00000000,1994-08-05,,14,,,29.78315544,,1,00000000,1445.09041,120528.1532
13803,1994,CA,CCO,LAC,CEMENT FIRE #1,00000000,1994-06-19,,14,,,122.0179443,,1,00000000,3551.419328,493789.104
13804,1994,CA,CCO,LAC,CEMENT FIRE #2,00000000,1994-07-21,,14,,,625.3494263,,1,00000000,12230.4526,2530699.385
13805,1994,CA,CCO,LAC,JOSHUA FIRE,00000000,1994-06-01,,14,,,326.5680847,,1,00000000,11453.37781,1321574.15
13806,1994,CA,CCO,LAC,OLDSANGABRIEL CYN RD,00000000,1994-08-08,,14,,,3.044531107,,1,00000000,448.6458802,12320.78046
13807,1994,CA,CCO,LAC,DANCY FIRE,00000000,1994-08-02,,14,,,22.32116699,,1,00000000,1342.658835,90330.55735
13808,1994,CA,CDF,BEU,BASHAM,00001594,1994-06-24,,14,,,1097.553345,,1,00000000,12939.51956,4441640.866
13809,1995,CA,CDF,MVU,RIBBONWOOD,00000000,1995-07-29,,14,,,77.96095276,,1,000050.0,2852.16792,315496.7929
13810,1995,CA,CDF,MVU,CHURCH,00005279,1995-07-29,,14,,,163.4335022,,1,00000558,5132.136056,661391.9173
13811,1995,CA,USF,CNF,HAUSER,00000000,1995-09-10,1995-09-10,4,,25,41.99365616,8,1,00000064,1864.335596,169942.2902
13812,1995,CA,CDF,MVU,FORESTGATE,00005278,1995-07-29,,3,,,1861.719971,,1,00000557,13441.05083,7534113.387
13813,1995,CA,CDF,MVU,OTAY,00000000,1995-12-09,,14,,,64.32280731,,1,000063.0,2085.665364,260305.1709
13814,1995,CA,CDF,MVU,MINE,00003830,1995-08-05,,4,,,92.04961395,,1,00000280,2644.157159,372511.5669
13815,1971,CA,USF,SNF,FULLER,00000000,1971-08-11,1971-08-18,1,,38,19.58462715,8,1,00000080,1506.269247,79256.17629
13816,1971,CA,USF,INF, ,00000000,1971-03-23,1971-03-23,9,,84,82.46205139,8,1,00000004,3421.77819,333712.0811
13817,1971,CA,USF,MNF,TOP,00000000,1971-09-13,1971-09-17,3,,1710,1853.89209,8,1,00000027,13528.0707,7502435.321
13818,1971,CA,USF,SQF,WHITSETT,00000000,1971-08-17,1971-08-17,3,,14,3.637173176,8,1,00000108,505.2797189,14719.11784
13819,1971,CA,USF,SQF,BLOOMFIELD,00000000,1971-10-12,1971-11-12,3,,1720,1701.365234,8,1,00000132,18749.04846,6885180.712
13820,1971,CA,USF,SQF,ROCKY,00000000,1971-07-10,1971-07-11,9,,525,360.0012817,8,1,00000011,6755.822738,1456873.452
13821,1971,CA,USF,SQF,POWERHOUSE,00000000,1971-09-27,1971-09-28,9,,139,23.07519913,8,1,00000129,2072.045642,93382.01421
13822,1975,CA,USF,CNF,CASEY,00000000,1975-09-25,1975-09-26,9,,2545,2804.494873,8,1,00000101,25774.10906,11349388.09
13823,1993,CA,USF,SQF,CHIMNEY,00000000,1993-06-29,1993-06-30,7,,800,837.3744507,8,1,00000040,8350.118724,3388734.06
13824,1993,CA,USF,SRF, ,00000000,1993-08-25,1993-08-25,2,,10,9.95750618,8,1,00000033,712.5106862,40296.59697
13825,1993,CA,USF,SRF, ,00000000,1993-10-27,1993-10-27,5,,3,2.987338066,8,1,00000057,390.263885,12089.32846
13826,1995,CA,USF,BDF,MIDNIGHT,00000000,1995-12-01,1995-12-01,7,,46,45.82714844,8,1,00000232,2417.192441,185455.8954
13827,1995,CA,USF,BDF,ROADSIDE,00000000,1995-09-03,1995-09-03,2,,53,52.68717194,8,1,00000134,2271.622311,213217.4278
13828,1995,CA,USF,BDF,RAIL,00000000,1995-10-18,1995-10-18,7,,16,16.04133987,8,1,00000191,1011.383741,64917.00085
13829,1995,CA,USF,BDF,ROUSE,00000000,1995-08-05,1995-08-08,4,,1039,1151.000488,8,1,00000106,13444.7145,4657933.755
13830,1995,CA,USF,SNF,BEAR,00000000,1995-07-09,1995-07-11,1,,17,7.939163685,8,1,00000019,653.0125676,32128.65523
13831,1995,CA,USF,SQF,COW,00000000,1995-08-26,1995-08-26,7,,150,306.7354126,8,1,00000057,4525.834698,1241314.207
13832,2001,CA,DOD,CRB,UNIT #,00000000,2001-05-26,,13,,,35.83172607,,1,00000006,1580.996144,145005.8486
13833,2001,CA,DOD,CRB,UNIT #17,00000000,2001-06-02,,13,,,23.9949913,,1,00000007,1937.110198,97104.28784
13834,2001,CA,CCO,KRN,CHOCTAW,00000000,2001-06-17,,14,,,600.9370728,,1,00027894,8555.311833,2431906.017
13835,2001,CA,CDF,RRU,WATKINS,00042668,2001-06-23,,7,,,1404.172363,,1,00000888,13142.44202,5682483.844
13836,2001,CA,CDF,RRU,CAJALCO,00043952,2001-06-28,,9,,,224.9614105,,1,00000933,4673.114044,910386.5583
13837,2001,CA,CDF,RRU,BALLINGER,00004701,2001-07-09,,1,,,198.1146393,,1,00000032,4503.24972,801741.4891
13838,2001,CA,CDF,RRU,OLIVE,00047548,2001-07-11,,14,,,283.0870972,,1,00001045,4789.168936,1145612.887
13839,2001,CA,CDF,RRU,SILENT,00047545,2001-07-11,,2,,,345.2079773,,1,00001046,6364.883363,1397007.087
13840,2001,CA,CDF,RRU,RECHE,00050309,2001-07-22,,10,,,1798.000244,,1,00001118,15662.60358,7276248.91
13841,2001,CA,CDF,BTU,POE,00010696,2001-09-06,,7,,8333,8054.760742,,1,00000000,41171.89655,32596460.8
13842,2001,CA,USF,MNF,TROUGH,00000000,2001-08-08,2001-08-20,9,,24970,24927.33789,8,1,00000016,58087.37752,100877359.7
13843,2001,CA,USF,CNF,VIEJAS,00000000,2001-01-03,2001-01-09,3,,10353,10438.01953,8,1,00000002,73309.14684,42241167.76
13844,1996,CA,USF,BDF,BEE #2,00000000,1996-06-29,1996-07-06,9,,9620,10046.37305,8,1,00000106,37830.33633,40656227.98
13845,1981,CA,CCO,SBC,REY,00000000,1981-09-21,,14,,,2256.82959,,1,00000000,13515.08644,9133065.444
13846,1930,CA,CCO,ORC, ,00000000,,,14,,,733.4557495,,1,00000000,7022.774484,2968190.015
13847,1931,CA,CCO,ORC, ,00000000,,,14,,,7760.304688,,1,00000000,36339.76023,31404839.64
13848,1959,CA,CCO,ORC,TALEGA,00000000,,,14,,,3187.572021,,1,00000000,20488.27696,12899646.22
13849,1975,CA,CCO,ORC,GRUNDY,00000000,,,14,,,2616.233154,,1,00000000,17343.52384,10587519.77
13850,1979,CA,CCO,ORC,ORTEGA,00000000,,,14,,,302.374176,,1,00000000,5054.597936,1223664.82
13851,1980,CA,CCO,ORC,OWL,00000000,,,14,,,18332.28906,,1,00000000,52143.3535,74188138.32
13852,1982,CA,CCO,ORC,GYPSUM,00000000,1982-10-09,,9,,,20142.33203,,1,00000000,63491.46362,81513125.33
13853,1984,CA,CCO,ORC,COAL CYN.,00000000,,,14,,,449.6019897,,1,00000000,8938.942568,1819474.748
13854,2001,CA,USF,BDF,DEVILS CANYON,00000000,2001-09-23,2001-09-26,9,,150,138.8332367,6,1,00000151,4973.954786,561838.1953
13855,2002,CA,CDF,AEU,GREENSTONE,00012366,2002-08-11,2002-08-11,10,,15,16.24566269,8,1,00000338,1111.199212,65743.86707
13856,2002,CA,CDF,AEU,GREENWOOD,00012062,2002-08-06,2002-08-06,7,,30,28.38487434,8,1,00000326,2143.884058,114869.5106
13857,2002,CA,CDF,BEU,MERRILL,00002564,2002-07-11,2002-07-11,2,,64,63.31600571,1,1,00000282,2074.894774,256230.7833
13858,2002,CA,CDF,FKU,RIFLE,00005364,2002-05-04,2002-05-04,9,,19,18.64294243,1,1,00000053,1414.089879,75445.31376
13859,2002,CA,CDF,FKU,TIVY,00005607,2002-05-09,2002-05-10,11,,440,439.4451294,7,1,00000057,8857.454755,1778371.338
13860,2002,CA,CDF,FKU,VALLEY,00007567,2002-06-17,2002-06-17,7,,43,42.7950058,7,1,00000104,2031.292248,173185.2445
13861,2002,CA,CDF,FKU,BRENNAN,00008670,2002-07-09,2002-07-09,2,,60,60.41566849,2,1,00000139,1906.340076,244493.5294
13862,2002,CA,CDF,FKU,HOKANSON,00007989,2002-06-26,2002-06-26,10,,9,9.072392464,1,1,00000118,950.7512541,36714.66893
13863,2002,CA,CDF,FKU,CAMELBACK,00008672,2002-07-08,2002-07-08,14,,30,29.81462288,1,1,00000140,1954.648431,120655.4958
13864,2002,CA,CDF,FKU,WARTHAN,00008559,2002-07-06,2002-07-06,2,,14,14.09986782,1,1,00000133,1084.130066,57060.14056
13865,2002,CA,CDF,FKU,MILL CREEK,00014432,2002-11-09,2002-11-09,11,,16,15.79056835,1,1,00000232,1772.364905,63902.16348
13866,2002,CA,CDF,FKU,DUNLAP,00012882,2002-10-05,2002-10-05,2,,13,13.27854443,1,1,00000213,1164.501814,53736.36387
13867,2002,CA,CDF,FKU,HARRIS,00011718,2002-09-11,2002-09-11,11,,8,8.099584579,1,1,00000194,895.1941777,32777.85396
13868,2002,CA,CDF,FKU,TRIMMER,00012206,2002-09-21,2002-09-21,2,,11,10.51466656,1,1,00000200,1150.172049,42551.34687
13869,2002,CA,CDF,FKU,EDMONDSON,00010470,2002-08-14,2002-08-14,11,,43,42.5132637,1,1,00000170,2392.022938,172045.0768
13870,2002,CA,CDF,FKU,HAZLETON,00007900,2002-06-24,2002-06-24,2,,25,60.11041641,1,1,00000114,2897.128056,243258.2201
13871,2002,CA,CDF,FKU,AERA,00007156,2002-06-09,2002-06-09,11,,400,425.3806458,1,1,00000097,9127.213034,1721454.383
13872,2002,CA,CDF,MVU,GAVILAN,00001024,2002-02-10,2002-02-13,5,,5763,5663.116699,2,1,00000116,42521.47001,22917819.46
13873,1987,CA,USF,SQF, ,00000000,1987-08-30,1987-08-30,1,,640,592.0664063,8,1,00000185,7224.726677,2396007.674
13874,1997,CA,USF,INF,TUNAWEE,00000000,1997-09-05,1997-09-13,1,,55,62.67530441,8,1,00000093,2535.723101,253637.9651
13875,1997,CA,USF,SQF,CHOKE,00000000,1997-08-06,1997-08-12,1,,4100,3933.423828,8,1,00000064,16278.68629,15918001.51
13876,1997,CA,USF,SQF,WHITE,00000000,1997-04-11,1997-04-13,9,,22,22.0374012,8,1,00000001,1430.796108,89182.20043
13877,1990,CA,USF,MDF,DEAD,00000000,1990-08-07,1990-08-08,1,,12,3.283993483,8,1,00000110,435.071772,13289.85007
13878,1990,CA,USF,SRF,RAGLAN,00000000,1990-08-08,1990-08-09,1,,3,2.987303972,8,1,00000036,390.2616404,12089.19049
13879,1990,CA,USF,SRF,WIRE,00000000,1990-08-08,1990-08-08,1,,5,4.979073048,8,1,00000038,503.8373683,20149.59333
13880,1990,CA,USF,SRF,CLARK,00000000,1990-08-10,1990-08-11,7,,7,6.970553398,8,1,00000044,596.1425181,28208.8288
13881,1990,CA,USF,SRF,EIGHT,00000000,1990-10-08,1990-10-08,5,,4,3.983001471,8,1,00000071,450.6312839,16118.63547
13882,1997,CA,USF,SQF,NELSON,00000000,1997-04-17,1997-05-18,9,,179,168.5641785,8,1,00000003,3688.510487,682155.0492
13883,1997,CA,USF,SQF,ROADS,00000000,1997-07-06,1997-07-07,5,,52,41.0800972,8,1,00000044,1844.729018,166245.2574
13884,1997,CA,USF,SQF,THUNDER,00000000,1997-07-10,1997-07-11,4,,16,22.55512047,8,1,00000047,1355.174746,91277.33685
13885,1997,CA,USF,SQF,CEMETERY,00000000,1997-05-25,1997-05-25,3,,28,41.50528717,8,1,00000026,1938.024126,167965.9351
13886,1997,CA,USF,SQF,TOWER,00000000,1997-07-04,1997-07-05,1,,1096,1185.08374,8,1,00000038,9248.390512,4795863.718
13887,1997,CA,USF,SQF,STINE,00000000,1997-05-30,1997-05-30,1,,337,343.6261902,8,1,00000027,5503.388377,1390605.81
13888,1997,CA,USF,SQF,HIGHWAY,00000000,1997-08-08,1997-08-09,9,,230,213.6487427,8,1,00000066,4656.595055,864605.7605
13889,1997,CA,USF,SQF,DEMOCRAT,00000000,1997-09-24,1997-09-28,7,,734,812.296936,8,1,00000112,12308.67835,3287249.102
13890,1997,CA,USF,MDF,CDF #6,00000000,1997-07-30,1997-08-08,1,,18,15.12439251,8,1,00000086,938.8922868,61206.24397
13891,2006,CA,USF,BDF,ARRASTRE,00005749,2006-06-09,2006-06-13,1, ,361,363.4069824,7,1,00000042,5631.988531,1470655.922
