Firename_year,Year,Region,Ranger_unit,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Firefighter_fatalities,Damaged_structures,Civilian_fatalities,Incident_number,Ranger_unit2,National_forest,County,County2,County3,DPA2,Fire_name2
QUARRY_2008,2008,NA,San Mateo-Santa Cruz,QUARRY,6/22/08,6/29/08,CDF,300,NA,TBG,Unidentified,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
5-8 CLIFF LIGHTNING_2008,2008,NA,Mendocino,5-8 CLIFF LIGHTNING,6/22/08,7/13/08,CDF,1000,NA,T,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ORR INCIDENT_2008,2008,NA,Mendocino,ORR INCIDENT,6/22/08,7/10/08,CDF,3000,NA,T,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
POPCORN_2008,2008,NA,Lassen-Modoc,POPCORN,6/22/08,7/8/08,CDF,3000,NA,TW,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
OLIVER / MRP 588_2008,2008,NA,Madera-Mariposa-Merced,OLIVER / MRP 588,6/23/08,7/6/08,CDF,2789,NA,TBG,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
JUAN CREEK LIGHTNING_2008,2008,NA,Mendocino,JUAN CREEK LIGHTNING,6/27/08,7/15/08,CDF,450,NA,BG,Unidentified,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
DIXIE_2008,2008,NA,Lassen-Modoc,DIXIE,7/2/08,7/4/08,CDF,350,NA,TBG,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ORR SPRINGS RD ORR 3_2008,2008,NA,Mendocino,ORR SPRINGS RD ORR 3,7/3/08,7/3/08,CDF,3000,NA,T,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ALBION LIGHTNING_2008,2008,NA,Mendocino,ALBION LIGHTNING,7/4/08,7/8/08,CDF,3000,NA,T,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
MONTGOMERY FLAT LIGHTNING_2008,2008,NA,Mendocino,MONTGOMERY FLAT LIGHTNING,7/4/08,7/15/08,CDF,3000,NA,T,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
HORSE LIGHTNING_2008,2008,NA,Mendocino,HORSE LIGHTNING,7/4/08,7/8/08,CDF,1000,NA,BG,Unidentified,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ALDER CREEK BEACH RD MAN_2008,2008,NA,Mendocino,ALDER CREEK BEACH RD MAN,7/7/08,7/7/08,CDF,1000,NA,U,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
DINO IC_2008,2008,NA,Madera-Mariposa-Merced,DINO IC,7/10/08,7/11/08,CDF,800,NA,G,Unidentified,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
HWY 152_2008,2008,NA,Madera-Mariposa-Merced,HWY 152,7/21/08,7/21/08,CDF,700,NA,G,Unidentified,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
TURKEY_2008,2008,NA,San Benito-Monterey,TURKEY,8/7/08,8/7/08,CDF,400,NA,G,Equipment Use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
SMOKEY_2008,2008,NA,Butte,SMOKEY,8/13/08,8/13/08,CDF,1324,NA,T,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
RIM_2008,2008,NA,Butte,RIM,8/13/08,8/13/08,CDF,1651,NA,T,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
RODEO 2_2008,2008,NA,Tulare,RODEO 2,8/14/08,8/15/08,CDF,500,NA,G,Unidentified,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
LACKERMAN_2008,2008,NA,Butte,LACKERMAN,10/23/08,10/23/08,CDF,1310,NA,T,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
LONG_2008,2008,NA,Butte,LONG,10/23/08,10/23/08,CDF,420,NA,T,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
OLIVER_2009,2009,NA,Riverside,OLIVER,5/27/09,5/27/09,CDF,500,NA,G,Other,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
TUU LIGHTNING COMPLEX_2009,2009,NA,Tulare,TUU LIGHTNING COMPLEX,5/28/09,5/31/09,CDF,495,NA,G,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ASH_2009,2009,NA,Madera,ASH,7/27/09,7/29/09,CDF,300,NA,G,Equipment Use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ONE-ELEVEN (SHU COMPLEX)_2009,2009,NA,Shasta,ONE-ELEVEN (SHU COMPLEX),8/3/09,8/17/09,CDF,50,NA,T,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
HERNRICK VMP_2009,2009,NA,San Luis Obispo,HERNRICK VMP,11/14/09,11/14/09,CDF,600,NA,G,Debris,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
QUARTZ_1984,1984,IV,Tuolumne-Calaveras,QUARTZ,7/7/84,7/8/84,CDF,2580,NA,WBG,Equipment use,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAGERS LIGHTNING_2008,2008,NA,Mendocino,WAGERS LIGHTNING,6/21/08,6/21/08,CDF,3000,NA,T,Lightning,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
MURRIETA_1981,1981,VI,Riverside,MURRIETA,6/15/81,6/17/81,CDF,8544,0,BGA,Arson,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUD_1990,1990,II,Tehama-Glenn,MUD,8/8/90,8/10/90,CDF,4500,NA,W,Lightning,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE 914_1990,1990,III,Riverside,STATE 914,6/27/90,6/27/90,CDF,800,NA,B,Misc,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARMSTRONG #2_2004,2004,Sierra,Tuolumne-Calaveras,ARMSTRONG #2,8/6/04,8/14/04,CDF,879,NA,B,Arson,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PG&E #19_1988,1988,I,Sonoma,PG&E #19,9/11/88,9/14/88,CDF,8648,NA,TWBG,Equipment use,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLU 1626_1990,1990,III,San Luis Obispo,SLU 1626,6/20/90,6/21/90,CDF,600,NA,WB,Arson,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAPPY CAMP_2000,2000,South,Inyo Fire #168,HAPPY CAMP,7/23/00,7/28/00,BLM,NA,5500,NA,Under investigation,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE FIRE_2005,2005,South,Riverside,STATE FIRE,9/28/05,9/28/05,CDF,1100,NA,B,Misc,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOG BAR_1987,1987,NA,NA,DOG BAR,8/30/87,8/30/87,CDF,362,NA,NA,Equipment Use,4,0,0,NA,NA,NA,NA,Nevada,NA,NA,NA,NA
DEHESA #2_1990,1990,III,San Diego,DEHESA #2,6/27/90,6/28/90,CDF,1500,NA,B,Misc,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
EAGLE #1_1987,1987,NA,NA,EAGLE #1,6/3/87,6/4/87,CDF,762,NA,NA,Misc,8,0,0,NA,NA,NA,NA,Lake,NA,NA,NA,NA
HWY 70_2003,2003,Cascade,Butte,HWY 70,6/24/03,6/24/03,LOC,NA,368,G,Vehicle,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE 1116_1989,1989,III,Riverside,STATE 1116,6/27/89,6/28/89,CDF,1000,6880,B,NA,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAKEHEAD_2008,2008,NA,Shasta-Trinity,LAKEHEAD,6/21/08,8/23/08,CDF,27936,NA,B,Lightning,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
STANISLAUS COMPLEX_1987,1987,NA,NA,STANISLAUS COMPLEX,8/29/87,9/13/87,USFS,NA,144762,NA,Lightning,18,1,0,NA,NA,NA,Stanislaus,NA,NA,NA,NA,NA
ROCKLIN ASSIST_2002,2002,Cascade,Nevada-Yuba-Placer,ROCKLIN ASSIST,9/18/02,9/18/02,LOCAL,NA,594,NA,NA,21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIEFER_1979,1979,IV,Amador-El Dorado,KIEFER,6/13/79,6/13/79,CDF,1500,0,G,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PARKER #2_1979,1979,IV,Tuolumne-Calaveras,PARKER #2,9/14/79,9/16/79,CDF,2075,0,WB,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.G. & E. #10_1979,1979,V,San Benito-Monterey,P.G. & E. #10,7/16/79,7/17/79,CDF,2184,0,WBAP,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HERNANDEZ_1979,1979,V,San Benito-Monterey,HERNANDEZ,8/3/79,8/3/79,CDF,765,0,WB,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CROCKER_1979,1979,V,San Luis Obispo,CROCKER,7/28/79,7/28/79,CDF,2262,0,G,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SILVER SPUR_1979,1979,V,San Luis Obispo,SILVER SPUR,8/7/79,8/7/79,CDF,300,0,B,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PARKHILL_1979,1979,V,San Luis Obispo,PARKHILL,8/27/79,8/29/79,CDF,1985,240,BG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAR SPRINGS #2_1979,1979,V,San Luis Obispo,TAR SPRINGS #2,9/15/79,9/17/79,CDF,1500,0,B,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LANGDON_1979,1979,V,Santa Clara,LANGDON,5/14/79,5/14/79,CDF,2872,0,BG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUELSON_1979,1979,VI,Riverside,TRUELSON,5/12/79,5/13/79,CDF,946,0,BG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
OAK SPRINGS_1979,1979,VI,San Bernardino,OAK SPRINGS,7/9/79,7/10/79,CDF,6066,0,WBG,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUDDELL_1979,1979,VI,San Bernardino NF,RUDDELL,7/26/79,7/26/79,USFS,0,750,TBG,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SANTA ANA_1979,1979,VI,San Bernardino,SANTA ANA,9/16/79,9/16/79,CDF,1864,0,B,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASSIST #61_1979,1979,VI,San Diego,ASSIST #61,6/28/79,6/28/79,MIL,0,15000,G,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BERNARDO_1979,1979,VI,San Diego,BERNARDO,9/15/79,9/15/79,CDF,1050,7050,B,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
OTAY #20_1979,1979,VI,San Diego,OTAY #20,9/19/79,9/22/79,CDF,5550,0,B,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAVIDA_1980,1980,VI,Riverside,LAVIDA,7/27/80,7/29/80,USFS,300,8000,B,Play W/Fire,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORSE_1980,1980,VI,Riverside,HORSE,9/16/80,9/18/80,USFS,20,600,B,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDENCE_1980,1980,VI,San Bernardino,PROVIDENCE,6/29/80,6/29/80,BLM,0,1200,TBG,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALMOND_1980,1980,VI,San Bernardino,ALMOND,7/27/80,7/29/80,BLM,0,8250,G,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASSIST #73_1980,1980,VI,San Diego,ASSIST #73,8/10/80,8/10/80,CITY,0,350,B,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASSIST #85_1980,1980,VI,San Diego,ASSIST #85,9/1/80,9/2/80,USFS,0,685,B,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BASALT_1981,1981,I,Lake-Napa,BASALT,6/13/81,6/14/81,CDF,700,0,WBG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING #25_1981,1981,II,Lassen-Modoc,LIGHTNING #25,8/17/81,8/18/81,CDF,690,0,BG,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEBBER_1981,1981,II,Lassen-Modoc,WEBBER,8/18/81,8/18/81,CDF,1290,0,BG,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIKELY_1981,1981,II,Modoc NF,LIKELY,9/18/81,9/22/81,USFS,0,525,T,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
USFS #5_1981,1981,IV,Sierra NF,USFS #5,8/28/81,8/30/81,USFS,0,1300,BG,Campfire,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROUND VALLEY_1981,1981,IV,Tulare,ROUND VALLEY,6/19/81,6/20/81,CDF,3600,0,G,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST. ELMO_1981,1981,IV,Kern CC,ST. ELMO,8/24/81,8/25/81,CC,0,400,BG,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
YOUNG_1981,1981,IV,Kern CC,YOUNG,9/1/81,9/3/81,CC,0,1400,BG,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOETZ_1981,1981,VI,Riverside,GOETZ,7/4/81,7/4/81,CDF,1000,0,BA,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RANCHO_1981,1981,VI,Riverside,RANCHO,8/22/81,8/22/81,CDF,1440,0,BG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUCLID_1981,1981,VI,San Bernardino,EUCLID,10/31/81,10/31/81,CDF,700,0,G,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROCTOR #1_1981,1981,VI,San Diego,PROCTOR #1,6/21/81,6/21/81,CDF,355,0,B,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUZEN_1982,1982,I,Six Rivers NF,DUZEN,9/11/82,9/13/82,USFS,0,415,TB,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAVE_1982,1982,II,Lassen-Modoc,RAVE,9/9/82,9/9/82,BLM,0,3500,BG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVE_1982,1982,II,Klamath NF,FIVE,7/21/82,7/26/82,NF,0,1800,TB,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHEEP'S TRAIL_1982,1982,IV,Kern County,SHEEP'S TRAIL,6/7/82,N/A,CC,0,3029,N/A,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
JURY_1982,1982,IV,Kern County,JURY,7/25/82,7/25/82,CC,0,640,N/A,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
VILLAGE_1982,1982,VI,Riverside,VILLAGE,8/20/82,8/22/82,USFS,2055,1295,B,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
YUMA_1982,1982,VI,San Bernardino NF,YUMA,9/2/82,9/3/82,USFS,0,800,BG,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING #4_1983,1983,IV,Fresno-Kings,LIGHTNING #4,8/30/83,9/1/83,CDF,7800,0,BG,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERN COUNTY #13_1983,1983,IV,Kern County,KERN COUNTY #13,7/12/83,7/12/83,CC,0,3000,BG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERN COUNTY #18_1983,1983,IV,Kern County,KERN COUNTY #18,7/22/83,7/23/83,CC,0,330,B,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STODDARD SERIES_1983,1983,VI,San Bernardino,STODDARD SERIES,7/7/83,7/7/83,LOCAL,0,1500,N/A,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLM D 284_1984,1984,II,Lassen-Modoc,BLM D 284,7/5/84,NA,BLM,NA,12100,NA,BA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLM D 337_1984,1984,II,Lassen-Modoc,BLM D 337,8/11/84,NA,BLM,NA,1480,NA,BA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
MODOC N.F. 094_1984,1984,II,Lassen-Modoc,MODOC N.F. 094,8/13/84,8/16/84,USFS,NA,4000,TB,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.N.F. 115_1984,1984,II,Lassen-Modoc,P.N.F. 115,8/21/84,NA,USFS,NA,1100,NA,BA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
MILL CREEK_1984,1984,II,Tehama-Glenn,MILL CREEK,7/28/84,7/30/84,CDF,4020,NA,W,Smoking,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHINA HAT_1984,1984,IV,Madera-Mariposa,CHINA HAT,8/30/84,8/30/84,CDF,2000,NA,G,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAY RANCH_1984,1984,IV,Kern County,FAY RANCH,5/8/84,5/10/84,CC,NA,1175,BG,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
WOODROW_1984,1984,IV,Kern County,WOODROW,5/24/84,5/26/84,CC,NA,1200,B,BA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERN #10_1984,1984,IV,Kern County,KERN #10,5/30/84,NA,CC,NA,300,B,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERN CO. #25_1984,1984,IV,Kern County,KERN CO. #25,8/18/84,8/18/84,CC,NA,1500,BG,BA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERN CO. #26_1984,1984,IV,Kern County,KERN CO. #26,8/19/84,8/20/84,CC,NA,300,B,BA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALT SPRINGS_1984,1984,IV,Tuolumne-Calaveras,SALT SPRINGS,6/24/84,6/25/84,CDF,4800,NA,WG,Debris,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BONANZA_1984,1984,V,San Benito-Monterey,BONANZA,6/2/84,6/3/84,CDF,12906,NA,WBG,Debris,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PASQUAL_1984,1984,V,Santa Barbara County,PASQUAL,6/8/84,6/9/84,CC,NA,400,G,BA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORCO ASSIST_1984,1984,VI,Orange County,ORCO ASSIST,1/26/84,1/27/84,CC,NA,1200,BG,BA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RATTLESNAKE_1984,1984,VI,Riverside,RATTLESNAKE,3/20/84,3/20/84,CDF,700,NA,BG,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANEL_1984,1984,VI,Riverside,CANEL,10/26/84,10/28/84,LOCAL,NA,665,B,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RATTLESNAKE_1984,1984,VI,San Bernardino,RATTLESNAKE,6/28/84,NA,USFS,75,265,BG,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
USFS #20_1985,1985,II,Shasta-Trinity,USFS #20,7/18/85,7/21/85,USFS,NA,1620,C,Campfire,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
USFS #29_1985,1985,II,Shasta-Trinity,USFS #29,7/26/85,8/4/85,USFS,NA,3900,TB,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
USFS #33_1985,1985,II,Shasta-Trinity,USFS #33,7/28/85,8/1/85,USFS,NA,1202,TB,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PANOCHE_1985,1985,IV,Fresno-Kings,PANOCHE,6/9/85,6/10/85,CDF,5580,NA,G,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STAN. #7_1985,1985,IV,Madera-Mariposa,STAN. #7,8/2/85,8/12/85,USFS,NA,1019,BG,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALLS #2_1985,1985,IV,Madera-Mariposa,FALLS #2,8/12/85,6/30/85,CDF,3000,NA,G,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
USFS #5_1985,1985,IV,Tulare,USFS #5,6/28/85,7/4/85,USFS,NA,8100,BG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOWES_1985,1985,V,San Benito-Monterey,LOWES,7/2/85,7/4/85,CDF,2670,NA,WBGA,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING SERIES_1985,1985,V,San Benito-Monterey,LIGHTNING SERIES,7/6/85,7/9/85,CDF,9534,NA,WBG,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORCO ASSIST_1985,1985,VI,Riverside,ORCO ASSIST,7/2/85,7/3/85,CC,750,NA,B,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOUTH MOUNTAIN_1985,1985,VI,Ventura County,SOUTH MOUNTAIN,6/30/85,7/3/85,CC,NA,600,B,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIONEER_1985,1985,VI,Ventura County,PIONEER,10/14/85,10/16/85,CC,NA,1200,B,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLEASON_1985,1985,VI,Angeles NF,GLEASON,10/14/85,10/16/85,USFS,NA,1200,B,Campfire,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KNOPKI_1986,1986,I,Six Rivers NF,KNOPKI,7/15/86,NA,USFS,NA,354,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SITES_1986,1986,I,Lake-Napa,SITES,11/10/86,11/10/86,CDF,1600,NA,WG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
USFS ASSIST #10_1986,1986,II,Nevada-Yuba-Placer,USFS ASSIST #10,11/3/86,11/4/86,USFS,NA,400,T,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
GALVIN_1986,1986,III,Riverside,GALVIN,5/17/86,5/18/86,CDF,602,NA,B,Campfire,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
POWERLINE_1986,1986,III,Riverside,POWERLINE,4/26/86,4/27/86,LOCAL,NA,400,B,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCOUT_1986,1986,III,San Bernardino,SCOUT,5/17/86,5/17/86,CDF,900,NA,B,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
INSCRIPTION_1986,1986,III,San Bernardino,INSCRIPTION,5/30/86,5/30/86,LOCAL,NA,4100,NA,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTAKE_1986,1986,III,San Bernardino NF,INTAKE,7/20/86,7/22/86,USFS,NA,560,BG,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASSIST #42_1986,1986,III,San Diego,ASSIST #42,7/13/86,7/14/86,USFS,NA,1200,B,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING SERIES_1986,1986,IV,Fresno-Kings,LIGHTNING SERIES,7/21/86,7/22/86,CDF,1570,NA,B,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
YOSEMITE #1_1986,1986,IV,Yosemite NP,YOSEMITE #1,6/27/86,6/28/86,NP,NA,650,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
USFS ASSIST_1986,1986,IV,San Benito-Monterey,USFS ASSIST,11/6/86,11/12/86,USFS,NA,2165,B,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUTCH KERN #30_1986,1986,IV,Kern County,DUTCH KERN #30,7/11/86,7/12/86,CC,NA,540,B,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOF ASSIST #1_1986,1986,IV,Toyiabe NF,TOF ASSIST #1,7/16/86,7/19/86,USFS,NA,3500,TGB,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HWY 175_1988,1988,I,Lake-Napa,HWY 175,8/24/88,8/24/88,CDF,552,NA,WB,Playing with fire,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUMSEY_1988,1988,I,Lake-Napa,RUMSEY,9/11/88,9/13/88,CDF,1303,NA,B,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHELL CREEK_1988,1988,I,Mendocino,SHELL CREEK,9/18/88,9/19/88,CDF,360,NA,WG,Smoking,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIELDS_1988,1988,II,Butte,FIELDS,12/14/88,12/17/88,CDF,200,100,T,Debris,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLM 4516_1988,1988,II,Lassen-Modoc,BLM 4516,8/10/88,NA,BLM,NA,2000,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLM 417_1988,1988,II,Lassen-Modoc,BLM 417,9/29/88,NA,BLM,NA,2060,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPBELL_1988,1988,II,Lassen NF,CAMPBELL,8/31/88,9/3/88,USFS,NA,750,T,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
USFS #41_1988,1988,II,Shasta-Trinity,USFS #41,9/28/88,NA,USFS,NA,7600,T,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRINITY (USFS #32)_1988,1988,II,Tehama-Glenn,TRINITY (USFS #32),8/31/88,9/2/88,USFS,NA,560,T,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE #837_1988,1988,III,Riverside,STATE #837,5/19/88,5/19/88,CDF,627,NA,B,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORONA (STATE 983)_1988,1988,III,Riverside,CORONA (STATE 983),6/3/88,6/4/88,CDF,920,NA,BG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE_1988,1988,III,Riverside,STATE,6/14/88,6/14/88,CDF,1200,NA,BG,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE_1988,1988,III,Riverside,STATE,7/10/88,NA,USFS,NA,350,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
