FID,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,Year,Region,Ranger_uni,Ranger_u_1,FIRE_NAM_1,Start,Contained,DPA,CDF_acres_,Other_acre,Veg_type,Cause_1,Destroyed_,Incident_n,National_f,County,County2,County3,Fire_name2,DPA2,Damaged_st,Firefighte,Civilian_f
1788,14459,1994,CA,USF,SNF,FLUME,0,9/15/1994 0:00,9/17/1994 0:00,9, ,25,15.7587996,8,1,112,956.2935158,63773.80162,1987,NA,NA,NA,FLUME,NA,NA,USFS,NA,11325,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
1789,14462,1992,CA,USF,INF,RAINBOW,0,8/12/1992 0:00,9/16/1992 0:00,1, ,8800,8358.360352,8,1,87,36888.59626,33825064.42,1990,I,Humboldt-Del Norte,NA,RAINBOW,0008-08-19,0008-12-19,CDF,1500,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,14463,1992,CA,USF,LNF,DAY,0,6/2/1992 0:00,6/6/1992 0:00,2, ,350,1539.689941,8,1,19,11096.094,6230913.865,1990,II,Lassen-Modoc,NA,DAY,0008-10-19,NA,USFS,4166,541,TGWB,Lightning,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,14468,1992,CA,USF,MDF,MAMMOTH,0,8/12/1992 0:00,8/13/1992 0:00,1, ,20,7.7851701,8,1,128,812.0092865,31505.48305,2009,NA,Placer,NA,MAMMOTH,NA,NA,CDF,650,NA,G,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1792,14474,1993,CA,USF,SQF,WHITE DEER,0,6/19/1993 0:00,6/19/1993 0:00,9, ,200,217.5500031,8,1,31,3843.20076,880394.3177,1987,NA,NA,NA,WHITE DEER,NA,0009-01-19,CDF,835,NA,NA,Lightning,0,NA,NA,Fresno,NA,NA,NA,NA,NA,0,NA
1793,14475,1993,CA,USF,SQF,COW,0,6/18/1993 0:00,6/18/1993 0:00,5, ,125,77.6872025,8,1,28,2591.563949,314388.8948,1984,VI,Owens Valley,NA,COW,NA,NA,BLM,NA,2980,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,14477,1993,CA,USF,SQF,RODEO,0,6/23/1993 0:00,6/23/1993 0:00,7, ,10,15.3576002,8,1,35,970.3480832,62150.09573,2008,NA,Tulare,NA,RODEO,NA,NA,CDF,500,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1795,14486,2001,CA,CDF,NEU,MARTIS,9855,6/17/2001 0:00,,4, ,0,14126.7998,0,1,366,52084.7233,57169207.79,2001,Cascade,Nevada,NA,MARTIS,NA,0007-01-20,CDF/USFS,5600,8900,T,Campfire,5,NA,NA,NA,NA,NA,NA,NA,0,0,0
1796,14487,2002,CA,BLM,NOD,RUSH,0,7/13/2002 0:00,7/17/2002 0:00,1, ,5015,4846.339844,8,1,596,34538.67372,19612432.59,2012,NA,NA,NA,RUSH,0008-12-20,NA,NPS,NA,271911,GB,Lightning,0,NOD-3490,NA,Lassen,NA,NA,NA,BLM,1,0,0
1797,14489,2001,CA,CDF,NEU,PONDEROSA,14446,8/17/2001 0:00,,10, ,0,2778.070068,0,1,708,21540.46213,11242462.37,1997,Cascade,Tehama-Glenn,NA,PONDEROSA,NA,NA,CDF,1100,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
1798,14491,2001,CA,CDF,HUU,FLAT,202,7/5/2001 0:00,,4, ,0,316.5559998,0,1,7,5880.533203,1281055.894,2012,NA,NA,NA,FLAT,0007-11-20,NA,USFS,NA,1688,TG,Unidentified,0,SHF-2290,NA,Trinity,NA,NA,NA,NA,0,0,0
1799,14507,2002,CA,CDF,MVU,PINES,5658,7/29/2002 0:00,8/11/2002 0:00,11, ,61690,61691.19922,2,1,777,193363.8981,249655581,2002,South,San Diego,NA,PINES,NA,NA,CDF,61690,NA,GTWB,Equipment use,160,NA,NA,NA,NA,NA,NA,NA,4,0,0
1800,14513,2002,CA,USF,ANF,LEONA,0,9/3/2002 0:00,9/4/2002 0:00,7, ,5124,4904.470215,6,1,157,39483.65184,19847666.43,2002,South,San Bernardino,NA,LEONA,0009-03-20,0009-08-20,CC,NA,5124,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,14524,2002,CA,USF,ANF,WILLIAMS,0,9/22/2002 0:00,10/10/2002 0:00,7, ,37240,38119,6,1,176,90986.6114,154261932.6,2002,South,San Bernardino,NA,WILLIAMS,NA,NA,USFS,NA,38094,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,14527,1999,CA,CDF,LMU,DEVIL,1850,7/9/1999 0:00,7/9/1999 0:00,7, ,51,51.6685982,1,1,8,1740.483178,209095.2836,1990,II,Shasta-Trinity,NA,DEVIL,0008-08-19,NA,CDF,600,NA,TW,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,14530,2002,CA,CDF,SHU,SQUIRREL,8454,9/3/2002 0:00,9/5/2002 0:00,3, ,578,578.3560181,7,1,427,11022.95185,2340522.881,2002,Cascade,Shasta-Trinity,NA,SQUIRREL,0009-03-20,0009-03-20,CDF,625,NA,GT,Smoking,1,NA,NA,NA,NA,NA,NA,NA,0,0,0
1804,14531,2002,CA,CDF,SHU,SILVER,4697,6/10/2002 0:00,6/10/2002 0:00,4, ,50.46,50.4575996,6,1,188,2337.678241,204194.6361,2013,NA,NA,NA,SILVER,0008-07-20,NA,CDF,20292,NA,B,Undetermined,48,RRU-79781,NA,Riverside,NA,NA,NA,NA,8,0,0
1805,14539,2002,CA,CCO,SBC,ZACA,4780,7/24/2002 0:00,7/24/2002 0:00,10, ,220,220.4900055,2,1,4780,4444.108417,892291.7544,2007,NA,NA,NA,ZACA,0007-04-20,NA,NA,240207,0,N/A,Human,1,NA,NA,Santa Barbara,NA,NA,NA,NA,NA,0,0
1806,14540,2002,CA,CDF,BTU,UNION,14119,11/27/2002 0:00,11/30/2002 0:00,5, ,58,57.9830017,2,1,688,2073.954699,234648.7677,1999,Coast,Butte,NA,UNION,NA,NA,CDF,736,NA,B,Lightning,1,NA,NA,NA,NA,NA,NA,NA,0,0,0
1807,14542,2002,CA,CDF,BTU,SKYWAY,6327,6/8/2002 0:00,6/10/2002 0:00,1, ,2000,2141.469971,2,1,221,15721.39238,8666210.669,2002,Cascade,Butte,NA,SKYWAY,0006-08-20,0006-09-20,CDF,2000,NA,G,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
1808,14548,1998,CA,USF,SQF,MINE,0,6/15/1998 0:00,6/15/1998 0:00,5, ,100,95.5995026,8,1,5,2754.002233,386877.5628,1986,III,San Diego,NA,MINE,0009-04-19,0009-05-19,CDF,950,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,14549,1998,CA,USF,SQF,OLIVER,0,6/20/1998 0:00,6/22/1998 0:00,8, ,250,270.5209961,8,1,8,4565.333338,1094758.309,2009,NA,Riverside,NA,OLIVER,NA,NA,CDF,500,NA,G,Other,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1810,14552,2003,CA,USF,BDF,GRAND PRIX,0,10/21/2003 0:00,11/14/2003 0:00,7, ,59788,50617.89844,8,1,144,122009.598,204843521.3,2003,South,San Bernardino,NA,GRAND PRIX,NA,NA,OTHER,NA,12289,B,Equipment use,136,NA,NA,NA,NA,NA,NA,NA,71,NA,NA
1811,14553,2003,CA,USF,BDF,BRIDGE,0,9/5/2003 0:00,9/14/2003 0:00,9, ,1352,1157.079956,8,1,131,15308.44249,4682517.895,1988,IV,Tuolumne-Calaveras,NA,BRIDGE,NA,NA,CDF,6778,NA,TWBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1812,14556,2002,CA,USF,ENF,PLUM,0,11/12/2002 0:00,12/20/2002 0:00,5, ,1763,1762.23999,2,1,90,15688.17604,7131550.089,2002,Sierra,Amador-El Dorado,NA,PLUM,NA,NA,USFS,NA,1765,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,14563,2002,CA,USF,ENF,COWBOY,0,4/6/2002 0:00,4/8/2002 0:00,7, ,9,13.8099003,2,1,2,1685.522041,55886.68095,2010,NA,NA,NA,COWBOY,0009-02-20,0009-07-20,CALFIRE,827,NA,B,Undetermined,0,MVU-009767,NA,San Diego,NA,NA,NA,NA,0,0,0
1814,14565,1987,CA,USF,LNF,LOST,0,8/31/1987 0:00,9/8/1987 0:00,1, ,23000,22781.40039,8,1,115,43663.7758,92193179.02,1987,NA,NA,NA,LOST,NA,0009-06-19,USFS,NA,23000,NA,Lightning,0,NA,Lassen,Shasta,NA,NA,NA,NA,NA,0,NA
1815,14567,2003,CA,CCO,LAC,WILDWOOD,217933,10/21/2003 0:00,10/21/2003 0:00,3, ,68,68.4160004,7,1,217933,2608.673767,276869.6195,1997,South,San Bernardino,NA,WILDWOOD,NA,NA,CDF,940,NA,B,Electrical power,6,NA,NA,NA,NA,NA,NA,NA,0,0,0
1816,14573,2003,CA,CDF,LNU,SILVERADO,8496,10/29/2003 0:00,10/30/2003 0:00,11, ,90,69.322403,1,1,814,2649.642051,280537.8676,1987,NA,NA,NA,SILVERADO,0009-09-19,NA,USFS,NA,5800,NA,Arson,0,NA,Cleveland,Orange,NA,NA,NA,NA,NA,0,NA
1817,14576,2003,CA,CDF,LNU,MORGAN,5587,8/5/2003 0:00,8/5/2003 0:00,1, ,134,144.2489929,2,1,432,3865.994304,583755.7259,2000,Coast,Lake-Napa,NA,MORGAN,NA,NA,CDF,3283,NA,WB,Undetermined,2,NA,NA,NA,NA,NA,NA,NA,0,0,0
1818,14577,2003,CA,CDF,LNU,FOURTY,4146,7/1/2003 0:00,7/1/2003 0:00,7, ,300,167.253006,2,1,218,3295.028748,676849.7652,2003,Coast,Sonoma-Lake-Napa,NA,FOURTY,0007-01-20,0007-01-20,CDF,300,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1819,14580,2003,CA,CDF,LNU,SCOTTS,3878,6/25/2003 0:00,6/25/2003 0:00,7, ,25,22.9141998,6,1,173,1410.722679,92730.33391,2012,NA,NA,NA,SCOTTS,0009-07-20,NA,CDF,4517,NA,B,Campfire,0,MEU-6376,NA,Lake,NA,NA,NA,NA,0,0,0
1820,14581,2003,CA,CDF,LNU,SITES,6644,9/3/2003 0:00,9/4/2003 0:00,1, ,390,389.7810059,2,1,600,7337.35485,1577385.891,1986,I,Lake-Napa,NA,SITES,0011-10-19,0011-10-19,CDF,1600,NA,WG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1821,14583,2003,CA,CDF,MEU,BELL,6599,8/18/2003 0:00,8/19/2003 0:00,7, ,102,102.2320023,1,1,207,3047.565851,413717.7216,1993,III,San Diego,NA,BELL,NA,NA,CDF,300,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
1822,14590,2003,CA,CDF,TCU,HIGHWAY,4890,7/12/2003 0:00,7/12/2003 0:00,10, ,184,142.223999,1,1,373,3224.603514,575558.3073,2000,Sierra,Fresno,NA,HIGHWAY,NA,NA,CDF,700,NA,GB,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
1823,14592,2003,CA,CDF,TCU,ROCK,4653,7/5/2003 0:00,7/5/2003 0:00,9, ,159,126.2089996,1,1,358,3506.359195,510748.1519,1989,II,Plumas NF,NA,ROCK,0007-08-19,0007-12-19,USFS,NA,3500,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1824,14594,2003,CA,CDF,TCU,LIGHTNING #26,6455,8/26/2003 0:00,8/26/2003 0:00,2, ,40,73.6182022,1,1,577,2788.011989,297922.3525,2006,Cascade,Lassen-Modoc,NA,LIGHTNING #26,NA,0007-01-20,USFS,0,300,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825,14597,2003,CA,CDF,TCU,SHELL,5895,8/9/2003 0:00,8/9/2003 0:00,2, ,37,37.4369011,1,1,517,1726.925419,151501.8172,1985,VI,Riverside,NA,SHELL,0008-11-19,NA,CC,NA,1440,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1826,14626,1994,CA,BLM,NOD,WILLOW,0,,,2, ,100,99.6705017,8,1,0000D394,2523.750177,403352.025,1999,Coast,Lassen-Modoc,NA,WILLOW,NA,NA,CDF,867,6133,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
1827,14627,1995,CA,BLM,NOD,BYERS,0,,,9, ,170,251.7920074,8,1,0000D524,3953.283234,1018968.106,1996,Cascade,Lassen,NA,BYERS,0007-02-19,0007-03-19,CDF,1000,NA,B,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
1828,14633,2003,CA,USF,KNF,VISTA,0,7/7/2003 0:00,7/10/2003 0:00,7, ,38,41.0951996,2,1,14,1903.907794,166306.5071,2012,NA,NA,NA,VISTA,NA,NA,CDF,500,NA,G,Equipment use,0,RRU-82306,NA,Riverside,NA,NA,NA,NA,0,0,0
1829,14634,2003,CA,USF,KNF,WHITES,0,9/3/2003 0:00,9/8/2003 0:00,1, ,80,131.5980072,6,1,101,3147.893538,532558.2945,2010,NA,NA,NA,WHITES,0006-07-20,0006-07-20,CALFIRE,350,NA,G,Equipment use,0,FKU-006047,NA,Fresno,NA,NA,NA,NA,0,0,0
1830,14635,2003,CA,USF,LPF,HOPPER,0,7/5/2003 0:00,7/6/2003 0:00,2, ,35,34.5721016,8,1,16,2282.636168,139908.2614,1997,South,Los Padres NF,NA,HOPPER,0008-05-19,NA,USFS,NA,24800,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1831,14642,2003,CA,USF,SQF,BAR,0,8/8/2003 0:00,8/8/2003 0:00,9, ,60,28.7031994,6,1,84,1511.301455,116157.6629,2010,NA,NA,NA,BAR,NA,0008-10-20,USFS,NA,1040,T,Undetermined,0,PNF-0700,NA,Plumas,NA,NA,NA,NA,0,0,0
1832,14655,1989,CA,BLM,BBD,FRENCH,0,8/7/1989 0:00,8/11/1989 0:00,1, ,200,44.2402,8,1,0000D112,1639.961838,179033.8081,1987,NA,NA,NA,FRENCH,NA,0009-05-19,USFS,NA,430,NA,Lightning,0,NA,Plumas,Butte,NA,NA,NA,NA,NA,0,NA
1833,14657,1989,CA,BLM,BBD,VALLEY,0,9/13/1989 0:00,9/13/1989 0:00,11, ,15,23.8139992,8,1,0000D147,2090.654212,96371.82695,1989,I,Mendocino NF,NA,VALLEY,0008-02-19,0008-05-19,USFS,NA,585,TB,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1834,14658,1989,CA,BLM,BBD,ROCKY,0,9/13/1989 0:00,9/14/1989 0:00,7, ,87,85.5763016,8,1,0000D148,2430.018414,346315.1927,1993,III,Los Angeles/Ventura,NA,ROCKY,NA,NA,CC,NA,1906,NA,Arson,323,NA,NA,NA,NA,NA,NA,NA,0,0,3
1835,14660,1993,CA,BLM,BBD,PANOCHE,0,6/26/1993 0:00,6/26/1993 0:00,14, ,187,165.9669952,8,1,0000U844,5194.136511,671644.3964,1985,IV,Fresno-Kings,NA,PANOCHE,0006-09-19,0006-10-19,CDF,5580,NA,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,14664,1993,CA,BLM,BBD,ERSKINE,0,6/12/1993 0:00,6/14/1993 0:00,4, ,45,44.3442001,8,1,0000D222,2316.058583,179454.5257,2016,NA,NA,NA,ERSKINE,NA,0007-09-20,USFS,NA,48019,BGT,Undetermined,286,CND-1415,NA,Kern,NA,NA,NA,NA,12,0,2
1837,14667,1993,CA,BLM,BBD,COOK,0,7/6/1993 0:00,7/7/1993 0:00,8, ,500,444.6700134,8,1,0000U882,6120.655812,1799514.856,1989,I,Lake-Napa,NA,COOK,NA,NA,CDF,536,252,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,14670,1993,CA,BLM,BBD,VOLCANO,0,8/16/1993 0:00,8/16/1993 0:00,11, ,15,18.0865993,8,1,0000U947,1068.997923,73194.0313,2012,NA,NA,NA,VOLCANO,0008-01-20,0008-05-20,CDF,356,NA,GB,Equipment use,1,RRU-7075254,NA,Riverside,NA,NA,NA,NA,0,0,0
1839,14674,2004,CA,CDF,TCU,DOUBLE,3953,5/29/2004 0:00,5/29/2004 0:00,7, ,62,68.8197021,1,1,394,2306.834947,278503.5601,1996,South,Riverside,NA,DOUBLE,NA,NA,CDF,1210,NA,G,Arson,6,NA,NA,NA,NA,NA,NA,NA,0,0,0
1840,14675,2004,CA,CDF,TCU,HWY 4 #2,6440,8/6/2004 0:00,8/9/2004 0:00,10, ,3443,3445.310059,2,1,662,27802.07496,13942690.66,2004,Sierra,Tuolumne-Calaveras,NA,HWY 4 #2,0008-06-20,0008-09-20,CDF,3443,NA,GWB,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1841,14676,2004,CA,CDF,TCU,ARMSTRONG #2,6431,8/6/2004 0:00,8/14/2004 0:00,7, ,879,879.1729736,2,1,659,12044.13743,3557888.737,2004,Sierra,Tuolumne-Calaveras,NA,ARMSTRONG #2,0008-06-20,NA,CDF,879,NA,B,Arson,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,14678,2004,CA,CDF,TCU,HUNT,6563,8/10/2004 0:00,8/12/2004 0:00,2, ,600,490.2120056,2,1,671,6510.525788,1983816.059,1986,IV,Tuolumne-Calaveras,NA,HUNT,0009-11-19,0009-11-19,CDF,380,NA,TWB,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,14680,2004,CA,CDF,TCU,PATTISON,7413,9/3/2004 0:00,9/5/2004 0:00,10, ,2476,2483.139893,2,1,761,35194.52996,10048897.75,2004,Sierra,Tuolumne-Calaveras,NA,PATTISON,0009-03-20,0009-05-20,CDF,2476,NA,GB,Vehicle,62,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
1844,14682,2004,CA,CDF,HUU,PILOT,5468,10/6/2004 0:00,10/10/2004 0:00,8, ,287.1,287.2019958,2,1,259,6347.062823,1162266.592,2016,NA,NA,NA,PILOT,0008-07-20,NA,USFS,NA,8110,BGT,Undetermined,0,BDF-10205,NA,San Bernardino,NA,NA,NA,NA,0,0,0
1845,14683,2004,CA,CDF,SKU,IRONGATE,3140,7/24/2004 0:00,7/28/2004 0:00,1, ,2400,2241.979981,2,1,272,17348.73509,9072960.177,2004,Cascade,Siskiyou,NA,IRONGATE,NA,NA,CDF,2400,NA,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,14690,2004,CA,CDF,SKU,JUNIPER,2452,6/24/2004 0:00,6/28/2004 0:00,5, ,85,82.3796005,1,1,141,3909.093938,333378.4371,1998,Coast,Riverside,NA,JUNIPER,NA,0009-03-19,CDF,6000,NA,BG,Lightning,89,NA,NA,NA,NA,NA,NA,NA,1,0,0
1847,14692,1972,CA,USF,SRF,FORK,0,10/24/1972 0:00,,14, ,0,87.6303024,0,1,0,2113.698993,354627.144,1987,NA,NA,NA,FORK,NA,0009-05-19,USFS,NA,800,NA,Lightning,0,NA,Mendocino,Tehama,NA,NA,NA,NA,NA,0,NA
1848,14693,2004,CA,CDF,LMU,STRAYLOR,2537,7/22/2004 0:00,7/29/2004 0:00,7, ,3289,3292.830078,8,1,2537,29313.90659,13325610.95,2004,Cascade,Lassen-Modoc,NA,STRAYLOR,NA,NA,CDF,3422,NA,T,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,14700,1987,CA,BLM,BBD,SAWMILL,0,6/23/1987 0:00,6/24/1987 0:00,8, ,27,174.3419952,8,1,0000D036,3363.505266,705535.5909,2016,NA,NA,NA,SAWMILL,NA,0010-01-20,CDF,1547,NA,BG,Undetermined,0,LNU-9129,NA,Sonoma,NA,NA,NA,NA,0,0,0
1850,14702,1987,CA,BLM,BBD,FIVE,0,7/15/1987 0:00,7/16/1987 0:00,1, ,113,174.6809998,8,1,0000D062,4435.331125,706910.5918,2005,Sierra,Fresno-Kings,NA,FIVE,0006-04-20,0006-05-20,CDF,5514,NA,G,Vehicle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851,14708,1995,CA,BLM,BBD,ABERDEEN,0,9/3/1995 0:00,9/3/1995 0:00,1, ,40,31.3414001,8,1,0000D011,1584.531435,126834.2878,1992,III,San Bernardino,NA,ABERDEEN,NA,NA,CDF,2000,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
1852,14709,1995,CA,BLM,BBD,BODFISH,0,9/10/1995 0:00,9/10/1995 0:00,3, ,30,35.834301,8,1,0000D018,2081.784016,145016.3252,1984,IV,Kern County,NA,BODFISH,0007-07-19,NA,CC,NA,23200,B,Debris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853,14710,1995,CA,BLM,BBD,PRIEST,0,9/15/1995 0:00,9/15/1995 0:00,2, ,25,20.5953999,8,1,0000D030,1058.887616,83346.61015,1995,Coast,Lake-Napa,NA,PRIEST,NA,NA,CDF,515,NA,BG,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
1854,14714,2003,CA,CDF,HUU,RAINBOW,2975,7/6/2003 0:00,7/10/2003 0:00,14, ,15,15.6134996,2,1,96,1079.575482,63185.67456,1990,I,Humboldt-Del Norte,NA,RAINBOW,0008-08-19,0008-12-19,CDF,1500,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855,14716,2006,CA,CCO,KRN,DEVIL,KRN15092,6/4/2006 0:00,6/4/2006 0:00,9,"KRN costs only, excluding straight time costs",1090.177113,1090.189941,1,1,615092,12583.08089,4411835.465,1990,II,Shasta-Trinity,NA,DEVIL,0008-08-19,NA,CDF,600,NA,TW,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,14723,2005,CA,CCO,LAC,TOPANGA,208724,9/28/2005 0:00,10/10/2005 0:00,14, ,23396,23396.40039,8,1,0,139015.6031,94681831.15,2005,NA,NA,NA,TOPANGA,NA,NA,CDF,24175,NA,N/A,Unidentified,13,NA,NA,Los Angeles/Ventura,NA,NA,NA,NA,NA,NA,NA
1857,14740,2003,CA,BLM,NOD,MINE,0,8/20/2003 0:00,8/21/2003 0:00,14, ,14,14.2272997,8,1,0000U663,1071.886878,57575.70219,1986,III,San Diego,NA,MINE,0009-04-19,0009-05-19,CDF,950,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,14751,2003,CA,BLM,BBD,MIDWAY,0,7/30/2003 0:00,7/30/2003 0:00,1, ,54,54.3068008,8,1,0000D072,2401.734693,219771.9827,2006,Coast,Santa Clara,NA,MIDWAY,0007-11-20,0001-01-20,CDF,6400,0,A,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
1859,14771,1975,CA,USF,SRF,BLUE,0,9/30/1975 0:00,10/1/1975 0:00,7, ,35,34.8498001,8,1,83,1332.959868,141032.2226,2011,NA,NA,NA,BLUE,0012-01-20,0012-06-20,CDF,698,NA,T,Other,0,TCU-0010455,NA,Calaveras,NA,NA,NA,NA,0,0,0
1860,14787,2006,CA,USF,MDF,CRYSTAL,242,6/26/2006 0:00,6/27/2006 0:00,1,part of Happy Complex,461,460.6419983,1,1,10,9741.297769,1864152.245,1994,Cascade,Tahoe NF (USFS Assist),NA,CRYSTAL,0008-04-19,0008-07-19,USFS,NA,7310,N/A,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
1861,14793,2006,CA,USF,MDF,RED,0,7/22/2006 0:00,8/1/2006 0:00,1, ,39,38.6171989,1,0,52,2683.969858,156278.3322,2014,NA,NA,NA,RED,0001-04-20,0001-12-20,CDF,333,NA,TB,Debris Burning,0,HUU-81,NA,Humboldt,NA,NA,NA,NA,0,0,0
1862,14795,2006,CA,USF,MDF,SAGE,484,7/24/2006 0:00,7/28/2006 0:00,1, ,4871,4853.660156,7,1,74,34807.46789,19642057.83,2016,NA,NA,NA,SAGE,0007-09-20,NA,CC,NA,1100,BGT,Campfire,0,LAC-198015,NA,Los Angeles,NA,NA,NA,NA,2,0,0
1863,14797,2006,CA,USF,SHF,WHITE,0,7/23/2006 0:00,7/30/2006 0:00,1, ,80,80.7342987,6,0,55,2512.027402,326719.9146,2013,NA,NA,NA,WHITE,NA,0006-05-20,USFS,NA,1984,BG,Human,0,LPF-1473,NA,Santa Barbara,NA,NA,NA,NA,1,0,0
1864,14801,2001,CA,USF,MDF,DEER,0,8/8/2001 0:00,8/16/2001 0:00,1, ,138,136.9609985,8,1,114,3726.349986,554262.2628,1985,VI,San Diego,NA,DEER,0007-02-19,0007-02-19,CDF,380,140,B,Arson,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865,14803,2000,CA,USF,ANF,CAMP,0,7/27/2000 0:00,7/28/2000 0:00,9, ,150,98.7332001,8,1,91,2542.86217,399558.9311,2008,NA,Butte,NA,CAMP,NA,NA,CDF,47647,NA,T,Lightning,117,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1866,14806,2001,CA,USF,SQF,CANYON,0,6/18/2001 0:00,6/20/2001 0:00,9, ,566,566.4489746,8,1,17,7518.090877,2292336.61,2003,South,Riverside,NA,CANYON,NA,NA,OTHER,NA,4336,B,Arson,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,14809,1999,CA,BLM,BBD,41,0,8/24/1999 0:00,8/24/1999 0:00,10, ,20,167.1779938,8,1,0000D091,4013.998714,676543.7992,2008,NA,Madera-Mariposa,NA,41,0006-10-20,0006-11-20,CDF,3300,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1868,14812,1999,CA,BLM,BBD,BODFISH,0,4/8/1999 0:00,4/8/1999 0:00,8, ,14,30.2635002,8,1,0000U914,2024.708687,122472.154,1984,IV,Kern County,NA,BODFISH,0007-07-19,NA,CC,NA,23200,B,Debris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,14817,2004,CA,USF,BDF,TRINITY,0,8/8/2004 0:00,,9, ,195,211.4380035,6,1,84,5874.169346,855658.9848,1987,NA,NA,NA,TRINITY,NA,0009-09-19,USFS,NA,1000,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
1870,14818,2004,CA,USF,BDF,RIVER,0,10/10/2004 0:00,,9, ,30,10.1935997,6,1,188,1265.650063,41252.03675,1986,IV,San Benito-Monterey,NA,RIVER,0011-06-19,0011-08-19,CDF,5375,NA,WBG,Debris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,14819,2004,CA,USF,BDF,MILL CREEK,0,9/23/2004 0:00,,2, ,173,173.3919983,6,1,178,4407.641912,701690.5317,1984,II,Tehama-Glenn,NA,MILL CREEK,NA,NA,CDF,4020,NA,W,Smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,14823,2004,CA,USF,MDF,BUTTE,0,8/14/2004 0:00,8/15/2004 0:00,1, ,14,14.3868999,2,1,590,1118.178809,58221.65199,2015,NA,NA,NA,BUTTE,0009-09-20,NA,CDF,70868,NA,TBG,Electrical power,965,AEU-24918,NA,Amador,NA,NA,NA,NA,0,0,2
