YEAR_,FIRE_NAME,OBJECTID,STATE,AGENCY,UNIT_ID,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area,Year,FIRE_NAME,Region,DPA,Ranger_unit,Ranger_unit2,Start,Contained,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
1994,COPPER #8,12571,CA,CDF,TCU,3209,6/29/1994 0:00,,10,,,1914.052246,,1,480,12661.19298,7745894.436,,,,,,,,,,,,,,,,,,,,,,,
1994,CORPORATION,11164,CA,USF,MDF,0,6/25/1994 0:00,6/29/1994 0:00,5,,165,167.6028748,7,1,8,5270.001844,678264.786,,,,,,,,,,,,,,,,,,,,,,,
1994,COTTONWOOD,7032,CA,USF,TNF,0,8/16/1994 0:00,8/31/1994 0:00,7, ,46800,48056.46875,8,1,42,88445.08854,194477632.9,,,,,,,,,,,,,,,,,,,,,,,
1994,COTTONWOOD,11168,CA,CDF,SKU,214,7/4/1994 0:00,,9,,,242.6159515,,1,0,4469.686423,981831.9079,,,,,,,,,,,,,,,,,,,,,,,
1994,COW,11615,CA,USF,SQF,0,6/19/1994 0:00,6/20/1994 0:00,7,,10,26.447916,8,1,25,1403.686656,107030.9213,,,,,,,,,,,,,,,,,,,,,,,
1994,CREEK,15957,CA,CDF,TCU,4256,8/9/1994 0:00,8/12/1994 0:00,3,20090305,963,1434.064209,8,1,678,12273.36375,5803452.052,,,,,,,,,,,,,,,,,,,,,,,
1994,CRYSTAL,10823,CA,USF,TNF,0,8/4/1994 0:00,8/15/1994 0:00,2, ,7310,7392.430176,8,1,34,29377.13608,29916103.12,,,,,,,,,,,,,,,,,,,,,,,
1994,DAMON,15168,CA,USF,MDF,0,9/18/1994 0:00,9/18/1994 0:00,1,,26,7.5037451,8,1,92,739.0544918,30366.57831,,,,,,,,,,,,,,,,,,,,,,,
1994,DANCY FIRE,13807,CA,CCO,LAC,0,8/2/1994 0:00,,14,,,22.321167,,1,0,1342.658835,90330.55735,,,,,,,,,,,,,,,,,,,,,,,
1994,DEMOCRATE,14189,CA,BLM,NOD,0,7/6/1994 0:00,7/6/1994 0:00,9,,10,18.3323708,8,1,0000D677,1074.360915,74188.47,,,,,,,,,,,,,,,,,,,,,,,
1994,DEVILS,13796,CA,USF,BDF,0,7/3/1994 0:00,7/9/1994 0:00,9,,12303,12962.08887,8,1,97,41188.13888,52455711.43,,,,,,,,,,,,,,,,,,,,,,,
1994,DIGIER,12014,CA,CCO,KRN,0,7/28/1994 0:00,,10,,,345.0280457,,1,0,4884.982865,1396278.924,,,,,,,,,,,,,,,,,,,,,,,
1994,DOYLE,8345,CA,BLM,CCD,0,6/3/1994 0:00,6/5/1994 0:00,5,,2000,1695.615601,8,1,0000D275,13884.3129,6861912.895,,,,,,,,,,,,,,,,,,,,,,,
1994,DUMP,9380,CA,CDF,RRU,0,,,14,,,58.98209,,1,0,2350.052302,238692.054,,,,,,,,,,,,,,,,,,,,,,,
1994,EAST POINT,18160,CA,NPS,CNP,0,8/21/1994 0:00,8/23/1994 0:00,2,"Ignit pt relocated from kms offshore to East Pt. Loc, perim conjectural +-600m",4,4.0197215,6,,1,452.1374223,16267.23499,,,,,,,,,,,,,,,,,,,,,,,
1994,EMPIRE,18325,CA,NPS,KNP,0,7/19/1994 0:00,10/8/1994 0:00,1,,117.5,104.1132889,8,2,59,3959.893774,421331.5309,,,,,,,,,,,,,,,,,,,,,,,
1994,ESPERANZA,13232,CA,CDF,BDF,,8/21/1994 0:00,8/23/1994 0:00,7,,657,1843.657349,8,,201,12725.47057,7461016.557,,,,,,,,,,,,,,,,,,,,,,,
1994,FAIRVIEW,6038,CA,CDF,RRU,28900,6/27/1994 0:00,,7,,,1740.743042,,1,869,13432.47034,7044537.067,,,,,,,,,,,,,,,,,,,,,,,
1994,FISH,11161,CA,CDF,MEU,0,8/15/1994 0:00,,14,,,461.6126099,,1,252,8470.175558,1868079.932,,,,,,,,,,,,,,,,,,,,,,,
1994,FLUME,14459,CA,USF,SNF,0,9/15/1994 0:00,9/17/1994 0:00,9,,25,15.7588491,8,1,112,956.2935158,63773.80162,,,,,,,,,,,,,,,,,,,,,,,
1994,FORT,12012,CA,CCO,KRN,0,10/3/1994 0:00,,10,,,997.0712891,,1,0,9074.445728,4035004.234,,,,,,,,,,,,,,,,,,,,,,,
1994,FRANKISH,11612,CA,USF,BDF,0,7/14/1994 0:00,7/15/1994 0:00,4,,309,81.2423859,8,1,95,2910.579726,328776.2759,,,,,,,,,,,,,,,,,,,,,,,
1994,FRIANT,11170,CA,CDF,FKU,7538,7/27/1994 0:00,,2,,,624.0431519,,1,183,7033.104251,2525412.971,,,,,,,,,,,,,,,,,,,,,,,
1994,"G"""" FIRE",11467,CA,CCO,LAC,946962,5/20/1994 0:00,,14,,,331.4099426,,1,1,6761.569316,1341168.485,,,,,,,,,,,,,,,,,,,,,,,
1994,GARLIC,14455,CA,USF,SNF,0,6/17/1994 0:00,6/19/1994 0:00,1,,626,704.3067627,8,1,41,9651.453448,2850228.28,,,,,,,,,,,,,,,,,,,,,,,
1994,GATE,11620,CA,USF,SQF,0,6/19/1994 0:00,6/19/1994 0:00,7,,62,62.0817871,8,1,24,2363.348514,251236.0799,,,,,,,,,,,,,,,,,,,,,,,
1994,GIBBON,11619,CA,USF,SQF,0,8/19/1994 0:00,8/20/1994 0:00,9,,20,34.7611275,8,1,92,1537.20226,140673.2953,,,,,,,,,,,,,,,,,,,,,,,
1994,GIBREL,9381,CA,CDF,RRU,28885,6/27/1994 0:00,,7,,,845.6482544,,1,868,10234.84876,3422217.046,,,,,,,,,,,,,,,,,,,,,,,
1994,GILMAN,9382,CA,CDF,RRU,28902,6/27/1994 0:00,,7,,,2165.191162,,1,870,15885.17961,8762217.779,,,,,,,,,,,,,,,,,,,,,,,
1994,GRANITE,18321,CA,NPS,KNP,0,9/25/1994 0:00,10/8/1994 0:00,1,,1.5,3.7820568,8,2,161,840.6939305,15305.44069,,,,,,,,,,,,,,,,,,,,,,,
1994,GRAPE VINE,6031,CA,CDF,MVU,0,8/7/1994 0:00,,14,,,417.0592651,,1,40,5618.139686,1687779.003,,,,,,,,,,,,,,,,,,,,,,,
1994,HEATH,15170,CA,USF,MDF,0,7/22/1994 0:00,7/22/1994 0:00,1,,16,13.3097878,8,1,41,1015.957894,53862.80109,,,,,,,,,,,,,,,,,,,,,,,
1994,HEATON,14315,CA,USF,ANF,0,8/16/1994 0:00,8/21/1994 0:00,3,,600,594.2390137,8,1,123,10252.94609,2404800.025,,,,,,,,,,,,,,,,,,,,,,,
1994,HIGHWAY 18,11614,CA,USF,BDF,0,8/29/1994 0:00,8/29/1994 0:00,9,,111,153.6865387,8,1,188,4390.397332,621947.3306,,,,,,,,,,,,,,,,,,,,,,,
1994,HIRSCHDALE,10822,CA,USF,TNF,0,8/11/1994 0:00,8/22/1994 0:00,2, ,1300,1068.903687,8,1,39,13025.93697,4325699.759,,,,,,,,,,,,,,,,,,,,,,,
1994,HOCKETT,18328,CA,NPS,KNP,0,7/19/1994 0:00,10/18/1994 0:00,1,,56.5,51.6096687,8,2,58,3360.786062,208856.9202,,,,,,,,,,,,,,,,,,,,,,,
1994,HOG LAKE,14188,CA,BLM,NOD,0,8/24/1994 0:00,8/24/1994 0:00,2,,25,29.1665192,8,1,0,1296.538878,118032.7163,,,,,,,,,,,,,,,,,,,,,,,
1994,HORSE CK,18327,CA,NPS,KNP,0,9/22/1994 0:00,9/26/1994 0:00,1,,1.5,2.0021486,8,1,150,479.8666164,8102.408217,,,,,,,,,,,,,,,,,,,,,,,
1994,HUCKLEBERRY,15949,CA,USF,STF,,8/14/1994 0:00,8/21/1994 0:00,4,20090305,20,34.946579,8,1,53,1938.533955,141423.7865,,,,,,,,,,,,,,,,,,,,,,,
1994,HUNTER,11274,CA,CDF,MMU,9267,,,14,,,669.4128418,,1,385,7309.346995,2709017.558,,,,,,,,,,,,,,,,,,,,,,,
1994,HWY 41,13784,CA,CDF,SLU,2719,8/14/1994 0:00,8/18/1994 0:00,7,,48200,50729.26953,8,1,364,88018.75861,205294069.7,,,,,,,,,,,,,,,,,,,,,,,
1994,JACK #1,8078,CA,USF,KNF,0,7/21/1994 0:00,8/10/1994 0:00,1,,28953,28206.59961,8,1,113,67640.79631,114148055.2,,,,,,,,,,,,,,,,,,,,,,,
1994,JAMES,8166,CA,USF,SQF,0,6/4/1994 0:00,6/7/1994 0:00,4,,403,403.1918945,8,1,17,5349.700181,1631659.763,,,,,,,,,,,,,,,,,,,,,,,
1994,JONATA,11999,CA,CCO,SBC,0,6/22/1994 0:00,,14,,,77.254425,,1,0,3292.026964,312637.5569,,,,,,,,,,,,,,,,,,,,,,,
1994,JOSHUA FIRE,13805,CA,CCO,LAC,0,6/1/1994 0:00,,14,,,326.5680847,,1,0,11453.37781,1321574.15,,,,,,,,,,,,,,,,,,,,,,,
1994,KECK,12013,CA,CCO,KRN,0,8/1/1994 0:00,,14,,,429.4360657,,1,0,5971.700538,1737866.124,,,,,,,,,,,,,,,,,,,,,,,
1994,KELSEY,13773,CA,CDF,AEU,3103,8/7/1994 0:00,,7,,,813.2990112,,1,383,10348.72191,3291304.303,,,,,,,,,,,,,,,,,,,,,,,
1994,KERN,11272,CA,USF,SQF,0,5/14/1994 0:00,5/18/1994 0:00,9,,155,212.785553,8,1,4,5073.651651,861112.5904,,,,,,,,,,,,,,,,,,,,,,,
1994,KERN CO. FIRE 192 AC,11158,CA,CCO,LAC,0,5/27/1994 0:00,,14,,,180.3421326,,1,0,4370.52563,729818.7335,,,,,,,,,,,,,,,,,,,,,,,
1994,KEVIN,8262,CA,USF,SRF,0,7/21/1994 0:00,7/27/1994 0:00,1,,206,206.1195831,8,1,79,3241.725014,834136.3775,,,,,,,,,,,,,,,,,,,,,,,
1994,LA POSTA,6030,CA,CDF,MVU,5226,9/9/1994 0:00,,9,,,363.7649841,,1,819,6144.502882,1472104.674,,,,,,,,,,,,,,,,,,,,,,,
1994,LADERA HEIGHTS FIRE,11470,CA,CCO,LAC,0,7/23/1994 0:00,,14,,,10.2656889,,1,0,908.0777387,41543.76822,,,,,,,,,,,,,,,,,,,,,,,
1994,LAKE HEMET,13786,CA,USF,BDF,0,7/1/1994 0:00,7/4/1994 0:00,14,,622,557.8771362,8,1,73,6359.14891,2257648.684,,,,,,,,,,,,,,,,,,,,,,,
1994,LAKELAND,12016,CA,CCO,KRN,0,6/14/1994 0:00,,5,,,2436.968506,,1,0,14433.47065,9862061.906,,,,,,,,,,,,,,,,,,,,,,,
1994,LASSEN,15169,CA,USF,MDF,0,8/8/1994 0:00,8/9/1994 0:00,9,,25,5.9796829,8,1,82,600.0948201,24198.9178,,,,,,,,,,,,,,,,,,,,,,,
1994,LATIGO FIRE,5658,CA,CCO,LAC,941773,12/8/1994 0:00,,14,,,63.1094856,,1,21,2785.56601,255395.0318,,,,,,,,,,,,,,,,,,,,,,,
1994,LEONA FIRE,9808,CA,CCO,LAC,941114,8/8/1994 0:00,,14,,,578.0256958,,1,48,11371.81194,2339186.992,,,,,,,,,,,,,,,,,,,,,,,
1994,LITTLE,11621,CA,USF,SQF,0,5/26/1994 0:00,5/28/1994 0:00,1,,12,28.5718155,8,1,7,1434.207899,115626.0377,,,,,,,,,,,,,,,,,,,,,,,
1994,LIVE OAK,8267,CA,USF,CNF,0,8/21/1994 0:00,8/23/1994 0:00,9,,180,160.1145325,8,1,50,3487.609234,647960.5439,,,,,,,,,,,,,,,,,,,,,,,
1994,LUCAS,11270,CA,USF,SQF,0,6/27/1994 0:00,7/2/1994 0:00,1,,193,395.8791504,8,1,41,5371.339868,1602066.101,,,,,,,,,,,,,,,,,,,,,,,
1994,LUCAS #1,11268,CA,USF,SQF,0,6/27/1994 0:00,7/2/1994 0:00,1,,100,95.5430069,8,1,36,2528.18369,386648.8321,,,,,,,,,,,,,,,,,,,,,,,
1994,LUCAS #2,11269,CA,USF,SQF,0,6/27/1994 0:00,7/2/1994 0:00,1,,61,111.8315582,8,1,38,3139.084498,452566.2506,,,,,,,,,,,,,,,,,,,,,,,
1994,LUCAS #3,11271,CA,USF,SQF,0,6/27/1994 0:00,7/2/1994 0:00,1,,11,9.6885529,8,1,39,792.895205,39208.18284,,,,,,,,,,,,,,,,,,,,,,,
1994,LUCAS #4,11160,CA,USF,SQF,0,6/27/1994 0:00,7/2/1994 0:00,1,,5179,6221.374512,8,1,40,34806.53441,25177008.94,,,,,,,,,,,,,,,,,,,,,,,
1994,MATTHEWS,9383,CA,CDF,RRU,28925,5/27/1994 0:00,,5,,,441.7804565,,1,873,6364.367945,1787822.1,,,,,,,,,,,,,,,,,,,,,,,
1994,MILL,15155,CA,USF,SQF,0,6/28/1994 0:00,6/28/1994 0:00,1,,7,9.2576628,8,1,37,1133.903652,37464.43071,,,,,,,,,,,,,,,,,,,,,,,
1994,MIWTO,13778,CA,CDF,RRU,35110,8/2/1994 0:00,,9,,,349.0881653,,1,1193,5798.692536,1412709.738,,,,,,,,,,,,,,,,,,,,,,,
1994,NORTH FOR,18326,CA,NPS,KNP,0,7/27/1994 0:00,7/27/1994 0:00,8,,10,4.2259755,8,1,74,719.8481316,17101.91687,,,,,,,,,,,,,,,,,,,,,,,
1994,NORTH FORK,14457,CA,USF,SNF,0,8/27/1994 0:00,8/27/1994 0:00,9,,20,30.6773396,8,1,101,1652.22267,124146.787,,,,,,,,,,,,,,,,,,,,,,,
1994,OAK RUN,13801,CA,CDF,SHU,5476,9/5/1994 0:00,,7,,,1199.834473,,1,571,11418.39028,4855557.821,,,,,,,,,,,,,,,,,,,,,,,
1994,OAKHILL,11998,CA,CCO,SBC,0,10/9/1994 0:00,,14,,,2130.004883,,1,0,16825.60492,8619823.656,,,,,,,,,,,,,,,,,,,,,,,
1994,OLD JULIAN,6028,CA,CDF,MVU,3298,8/1/1994 0:00,,2,,,209.8275757,,1,1078,4915.142287,849142.0993,,,,,,,,,,,,,,,,,,,,,,,
1994,OLDSANGABRIEL CYN RD,13806,CA,CCO,LAC,0,8/8/1994 0:00,,14,,,3.0445311,,1,0,448.6458802,12320.78046,,,,,,,,,,,,,,,,,,,,,,,
1994,OTAY #4,6034,CA,CDF,MVU,5929,10/9/1994 0:00,,4,,,2983.352783,,1,943,21822.2124,12073200.15,,,,,,,,,,,,,,,,,,,,,,,
1994,PALADINO,14191,CA,BLM,BBD,0,5/28/1994 0:00,5/28/1994 0:00,9,,100,136.8989258,8,1,0000D054,3656.414189,554010.2678,,,,,,,,,,,,,,,,,,,,,,,
1994,PALM,13785,CA,USF,BDF,0,7/1/1994 0:00,7/10/1994 0:00,1,,20901,19422.22461,8,1,71,48216.81257,78598955.23,,,,,,,,,,,,,,,,,,,,,,,
1994,PALOCOMADO,12017,CA,CCO,VNC,0,11/19/1994 0:00,,14,,,651.6975098,,1,0,6729.113967,2637326.355,,,,,,,,,,,,,,,,,,,,,,,
1994,PANTHER,18323,CA,NPS,KNP,0,9/24/1994 0:00,10/29/1994 0:00,1,,2.5,4.4489264,8,2,157,659.6049242,18004.16627,,,,,,,,,,,,,,,,,,,,,,,
1994,PARROTTS,12573,CA,CDF,TCU,3723,7/18/1994 0:00,,2,,,767.6072388,,1,581,7603.291947,3106396.407,,,,,,,,,,,,,,,,,,,,,,,
1994,PATE,18091,CA,NPS,YNP,0,,,9, ,,25.3197098,,1,22,1342.482045,102465.2304,,,,,,,,,,,,,,,,,,,,,,,
1994,PEAK,11159,CA,USF,SQF,0,6/27/1994 0:00,7/2/1994 0:00,1,,2926,2872.589111,8,1,35,20361.18107,11624955.47,,,,,,,,,,,,,,,,,,,,,,,
1994,PG&E #24,11277,CA,CDF,LNU,1167,,,14,,,1275.538208,,1,292,13703.02777,5161919.95,,,,,,,,,,,,,,,,,,,,,,,
1994,PINNACLES,9775,CA,CDF,BEU,2193,8/5/1994 0:00,,14,,,938.5350952,,1,0,12218.96998,3798116.722,,,,,,,,,,,,,,,,,,,,,,,
1994,PORTER RANCH,11471,CA,CCO,LAC,0,6/25/1994 0:00,,14,,,55.5605927,,1,0,2030.760449,224845.7415,,,,,,,,,,,,,,,,,,,,,,,
1994,POSO,14190,CA,BLM,BBD,0,5/16/1994 0:00,5/16/1994 0:00,7,,650,552.1212158,8,1,0000D050,6797.566183,2234355.273,,,,,,,,,,,,,,,,,,,,,,,
1994,POWERHOUSE 2,14456,CA,USF,SNF,0,8/1/1994 0:00,8/2/1994 0:00,7,,250,442.2601624,8,1,88,5404.298507,1789763.385,,,,,,,,,,,,,,,,,,,,,,,
1994,POWERLINE,12765,CA,DOD,AFV,0,10/27/1994 0:00,10/27/1994 0:00,11,,10,9.9400845,4,1,0,825.6318736,40226.09488,,,,,,,,,,,,,,,,,,,,,,,
1994,QUESTHAVEN,6027,CA,CDF,MVU,0,11/29/1994 0:00,,14,,,65.2236023,,1,45,2784.391807,263950.5636,,,,,,,,,,,,,,,,,,,,,,,
1994,RAILROAD,11613,CA,USF,BDF,0,8/2/1994 0:00,8/5/1994 0:00,6,,81,81.0843735,8,1,0,2836.548322,328136.832,,,,,,,,,,,,,,,,,,,,,,,
1994,RAULSON,13775,CA,CDF,BTU,4414,6/30/1994 0:00,,2,,,687.3616333,,1,363,7616.753767,2781653.8,,,,,,,,,,,,,,,,,,,,,,,
1994,REDWOOD,18322,CA,NPS,KNP,0,6/23/1994 0:00,6/25/1994 0:00,1,,2,0.6671968,8,1,25,239.8228679,2700.0497,,,,,,,,,,,,,,,,,,,,,,,
1994,RHOMBUS,8268,CA,USF,KNF,0,7/21/1994 0:00,7/25/1994 0:00,1,,300,242.6726685,8,1,49,5190.447127,982061.4267,,,,,,,,,,,,,,,,,,,,,,,
1994,RIDGE LINE,2069,CA,CCO,ORC,0,6/24/1994 0:00,,14,,,706.401062,,1,0,9867.620922,2858703.619,,,,,,,,,,,,,,,,,,,,,,,
1994,RIMROCK,11162,CA,USF,MDF,0,7/24/1994 0:00,7/27/1994 0:00,1,,65,70.3242569,8,1,78,2164.622348,284592.1811,,,,,,,,,,,,,,,,,,,,,,,
1994,RIVER,11167,CA,CDF,SKU,224,7/9/1994 0:00,,7,,,606.4894409,,1,0,7156.306002,2454375.63,,,,,,,,,,,,,,,,,,,,,,,
1994,RMMW FIRE,13788,CA,CDF,RRU,29688,7/1/1994 0:00,,1,,,156.4512634,,1,916,3351.142112,633135.7838,,,,,,,,,,,,,,,,,,,,,,,
1994,ROCKY,11617,CA,USF,SQF,0,6/19/1994 0:00,6/19/1994 0:00,7,,30,23.4552727,8,1,27,1331.002331,94920.12291,,,,,,,,,,,,,,,,,,,,,,,
1994,ROCOSO,6033,CA,CDF,MVU,0,1/12/1994 0:00,,14,,,3217.911865,,1,37,26513.75844,13022427.09,,,,,,,,,,,,,,,,,,,,,,,
1994,RODEO,11618,CA,USF,SQF,0,6/25/1994 0:00,6/26/1994 0:00,7,,137,137.2536926,8,1,34,4223.109331,555445.9889,,,,,,,,,,,,,,,,,,,,,,,
1994,RODGIGUES,6029,CA,CDF,MVU,5367,9/16/1994 0:00,,2,,,621.5374756,,1,847,10035.39155,2515272.929,,,,,,,,,,,,,,,,,,,,,,,
1994,ROUSE,13798,CA,USF,BDF,0,8/13/1994 0:00,8/18/1994 0:00,9,,540,601.8204346,8,1,184,7610.307041,2435481.004,,,,,,,,,,,,,,,,,,,,,,,
1994,S.J. #10,13770,CA,CDF,TCU,3826,7/23/1994 0:00,,14,,,261.0535889,,1,10116,5833.988037,1056446.448,,,,,,,,,,,,,,,,,,,,,,,
1994,SAN TIMOTEO,13779,CA,CDF,RRU,34312,6/28/1994 0:00,,7,,,371.3116455,,1,1162,5057.923006,1502644.887,,,,,,,,,,,,,,,,,,,,,,,
1994,SCHERZINGER,13802,CA,CCO,LAC,0,8/5/1994 0:00,,14,,,29.7831554,,1,0,1445.09041,120528.1532,,,,,,,,,,,,,,,,,,,,,,,
1994,SCORPION,12015,CA,USF,SHF,0,9/18/1994 0:00,9/18/1994 0:00,1,,638,671.1282349,8,1,134,8850.300702,2715959.529,,,,,,,,,,,,,,,,,,,,,,,
1994,SCOUT,13918,CA,USF,ANF,,6/25/1994 0:00,6/30/1994 0:00,4,,3020,3487.830811,8,,65,20168.92183,14114750.9,,,,,,,,,,,,,,,,,,,,,,,
1994,SECATA,14458,CA,USF,SNF,0,9/1/1994 0:00,9/4/1994 0:00,9,,595,630.2365112,8,1,103,8469.639556,2550476.721,,,,,,,,,,,,,,,,,,,,,,,
1994,SECOND,12587,CA,USF,CNF,0,6/26/1994 0:00,7/16/1994 0:00,9,,5120,5779.103027,8,1,16,28561.76934,23387199.67,,,,,,,,,,,,,,,,,,,,,,,
1994,SEPULVEDA FIRE,11469,CA,CCO,LAC,0,4/27/1994 0:00,,14,,,29.634119,,1,0,1334.763492,119925.0265,,,,,,,,,,,,,,,,,,,,,,,
1994,SHOOTING FIRE,9813,CA,CCO,LAC,948727,6/25/1994 0:00,,14,,,3537.899902,,1,7,19690.57737,14317373.41,,,,,,,,,,,,,,,,,,,,,,,
1994,SKYLINE FIRE,11156,CA,CCO,LAC,0,6/16/1994 0:00,,14,,,2.1811271,,1,0,340.6605206,8826.70775,,,,,,,,,,,,,,,,,,,,,,,
1994,SLC-6,14954,CA,DOD,AFV,0,9/10/1994 0:00,9/10/1994 0:00,11,,15,13.5792122,4,1,0,958.3579336,54953.12373,,,,,,,,,,,,,,,,,,,,,,,
1994,SMOOT,12011,CA,CCO,KRN,0,9/24/1994 0:00,,2,,,794.3809204,,1,0,7364.379155,3214745.444,,,,,,,,,,,,,,,,,,,,,,,
1994,SOLDIER,11165,CA,USF,ENF,0,3/2/1994 0:00,,14,,,54.9300652,,1,591,2146.209366,222294.0861,,,,,,,,,,,,,,,,,,,,,,,
1994,SOUP,11163,CA,USF,MDF,0,7/17/1994 0:00,7/18/1994 0:00,1,,25,8.1399221,8,1,29,764.1134856,32941.09769,,,,,,,,,,,,,,,,,,,,,,,
1994,SPECIMEN,4669,CA,USF,KNF,0,9/18/1994 0:00,10/12/1994 0:00,1,,7015,8378.060547,8,1,170,29015.76599,33904807.85,,,,,,,,,,,,,,,,,,,,,,,
1994,STECKEL,13783,CA,CCO,VNC,0,11/28/1994 0:00,,14,,,27084.74609,,1,0,62175.46069,109608077.5,,,,,,,,,,,,,,,,,,,,,,,
1994,SUGARFOOT,4670,CA,USF,MNF,0,8/27/1994 0:00,9/10/1994 0:00,3,,2778,3033.226318,8,1,11,16403.458,12275031.15,,,,,,,,,,,,,,,,,,,,,,,
1994,SUNNYBROOK,13774,CA,CDF,AEU,2093,6/26/1994 0:00,,14,,,229.7223969,,1,156,4316.289026,929653.5752,,,,,,,,,,,,,,,,,,,,,,,
1994,TABLE,13776,CA,CDF,BTU,3837,6/11/1994 0:00,,6,,,1131.511353,,1,268,7932.918961,4579063.946,,,,,,,,,,,,,,,,,,,,,,,
1994,TEMBLOR,9774,CA,CDF,SLU,2030,7/2/1994 0:00,,14,,,759.8754272,,1,0,13055.14585,3075106.748,,,,,,,,,,,,,,,,,,,,,,,
1994,TOTH FIRE 22 AC,11468,CA,CCO,LAC,0,6/20/1994 0:00,,14,,,24.8917179,,1,0,1837.666447,100733.2088,,,,,,,,,,,,,,,,,,,,,,,
1994,TRAUNER,13771,CA,CDF,NEU,6934,8/7/1994 0:00,,11,,,536.1506958,,1,596,7865.466036,2169724.842,,,,,,,,,,,,,,,,,,,,,,,
1994,UNKNOWN,13781,CA,CDF,RRU,0,,,14,,,62.4416313,,1,0,3130.124383,252692.3199,,,,,,,,,,,,,,,,,,,,,,,
1994,VIPEL,13780,CA,CDF,RRU,0,,,14,,,56.9732208,,1,0,3052.171997,230562.4469,,,,,,,,,,,,,,,,,,,,,,,
1994,WAGON FIRE,11466,CA,CCO,LAC,948723,6/25/1994 0:00,,14,,,570.3691406,,1,7,7334.523905,2308201.925,,,,,,,,,,,,,,,,,,,,,,,
1994,WALL,11038,CA,USF,TNF,0,10/25/1994 0:00,10/27/1994 0:00,4, ,53,40.1038322,8,1,87,1847.05165,162294.4554,,,,,,,,,,,,,,,,,,,,,,,
1994,WEST FIRE,9807,CA,CCO,LAC,941508,10/19/1994 0:00,,14,,,277.5812073,,1,74,6366.14365,1123331.33,,,,,,,,,,,,,,,,,,,,,,,
1994,WHEEL #1 & #2,13777,CA,CDF,SCU,1964,8/11/1994 0:00,,10,,,1603.072754,,1,267,12388.82845,6487405.129,,,,,,,,,,,,,,,,,,,,,,,
1994,WHITE BLANKET,11622,CA,USF,SQF,0,6/21/1994 0:00,6/26/1994 0:00,9,,2505,2564.243897,8,1,30,16307.24516,10377127.27,,,,,,,,,,,,,,,,,,,,,,,
1994,WIDOW INC.,11276,CA,CDF,LMU,20407,8/18/1994 0:00,,14,,,348.1944885,,1,0,5365.009992,1409093.143,,,,,,,,,,,,,,,,,,,,,,,
1994,WILLIAMS,12572,CA,CDF,TCU,3701,7/17/1994 0:00,,14,,,357.04422,,1,578,8222.396122,1444906.709,,,,,,,,,,,,,,,,,,,,,,,
1994,WILLOW,13797,CA,USF,BDF,0,8/13/1994 0:00,9/18/1994 0:00,1,,1200,1275.614258,8,1,185,9889.252678,5162227.742,,,,,,,,,,,,,,,,,,,,,,,
1994,WILLOW,14626,CA,BLM,NOD,0,,,2,,100,99.6704559,8,1,0000D394,2523.750177,403352.025,,,,,,,,,,,,,,,,,,,,,,,
1994,WOODS 2,18320,CA,NPS,KNP,0,8/3/1994 0:00,8/8/1994 0:00,1,,10,11.3467636,8,1,91,1200.485732,45918.72151,,,,,,,,,,,,,,,,,,,,,,,
1994,YAQUI,6032,CA,CDF,MVU,0,8/11/1994 0:00,,14,,,252.0445862,,1,41,4353.372853,1019988.232,,,,,,,,,,,,,,,,,,,,,,,
1994,YORK,11171,CA,CDF,FKU,5504,6/12/1994 0:00,,2,,,1012.409424,,1,114,8897.654276,4097075.581,,,,,,,,,,,,,,,,,,,,,,,
1995,46,13273,CA,BLM,BBD,0,6/1/1995 0:00,6/1/1995 0:00,11,,7495,7461.467773,8,1,0000U851,32240.80148,30195489.44,,,,,,,,,,,,,,,,,,,,,,,
1995, ,8889,CA,USF,SQF,0,7/4/1995 0:00,7/4/1995 0:00,9,,60,73.887291,8,1,26,2464.119055,299011.2731,,,,,,,,,,,,,,,,,,,,,,,
1995, ,9340,CA,USF,SQF,0,9/7/1995 0:00,,9,,,34.1638908,,1,71,1977.840721,138256.3603,,,,,,,,,,,,,,,,,,,,,,,
1995, ,9341,CA,USF,SQF,0,9/7/1995 0:00,,9,,,6.7492518,,1,71,718.087291,27313.2541,,,,,,,,,,,,,,,,,,,,,,,
1995, ,10421,CA,BLM,NOD,0,9/15/1995 0:00,,1,,520,464.4350586,,1,0000D538,6695.837431,1879501.953,,,,,,,,,,,,,,,,,,,,,,,
1995, ,10422,CA,BLM,NOD,0,9/16/1995 0:00,,1,,40,49.2879295,,1,0000D527,1720.688138,199461.1789,,,,,,,,,,,,,,,,,,,,,,,
1995, ,10424,CA,BLM,NOD,0,9/16/1995 0:00,,1,,80,103.1557007,,1,0000D530,2661.144629,417456.3219,,,,,,,,,,,,,,,,,,,,,,,
1995, ,11341,CA,USF,BDF,0,,,14,,,45.1247902,,1,0,1961.624513,182613.55,,,,,,,,,,,,,,,,,,,,,,,
1995, ,13114,CA,BLM,NOD,0,9/15/1995 0:00,,1,,346,349.6157532,,1,0000D525,8260.733056,1414844.716,,,,,,,,,,,,,,,,,,,,,,,
